"",001
"Wed 27-Jan-21  12:37:58 pm"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Wed 27-Jan-21  12:37:58 pm",9,"DHW Solar System",0.426
