"",002
"Fri 20-Mar-20  11:28:10 pm"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Fri 20-Mar-20  11:28:10 pm","CA_SAN-JOSE-REID-HILLV_724946S_STYP20.epw",4,2.00243,81.8,122.7,0.137086
"Fri 20-Mar-20  11:28:12 pm","CA_SAN-JOSE-REID-HILLV_724946S_STYP20.epw",4,3.00365,122.7,184.1,0.200337
