case,prototype,baseline,:prototype,:software,:measure_folder,:folder_name,:autosizing,:hvac_type,:window_u,:heating_eff
mumr-baseline,mixed-use-mid-rise,t24-2019,mixed-use-mid-rise,cbecc-com,hvac,mumr-baseline,Yes,SZAC,,
