"",002
"Thu 28-Jan-21   7:40:48 pm"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Thu 28-Jan-21   7:40:48 pm","CA_SAN-DIEGO-LINDBERGH-FLD_722900S_STYP20.epw",7,1.86731,76.3,114.4,0.133133
"Thu 28-Jan-21   7:40:53 pm","CA_SAN-DIEGO-LINDBERGH-FLD_722900S_STYP20.epw",7,2.80096,114.4,171.7,0.194931
