"",001
"Fri 29-Jan-21  11:51:06 am"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Fri 29-Jan-21  11:51:06 am",12,"DHW Solar System",0.344
