"",002
"Tue 16-Feb-21   5:39:19 pm"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Tue 16-Feb-21   5:39:19 pm","CA_PALMDALE-AP_723820S_STYP20.epw",14,0.642086,26.2,39.4,0.222955
"Tue 16-Feb-21   5:39:22 pm","CA_PALMDALE-AP_723820S_STYP20.epw",14,0.96313,39.4,59.0,0.323323
