"",002
"Thu 28-Jan-21   6:59:43 pm"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Thu 28-Jan-21   6:59:43 pm","CA_SANTA-MARIA-PUBLIC-AP_723940S_STYP20.epw",5,0.442483,18.1,27.1,0.127151
"Thu 28-Jan-21   6:59:46 pm","CA_SANTA-MARIA-PUBLIC-AP_723940S_STYP20.epw",5,0.663725,27.1,40.7,0.185315
