"",002
"Tue 16-Feb-21   5:40:16 pm"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Tue 16-Feb-21   5:40:16 pm",13,"t24-Std SolarSys",0.350
