,,,,,Number of,Conditioned,,,,,,,,,Proposed Model Site Electric Use,,,,,,,,,,,,,,Proposed Model Site Fuel Use,,,,,,Proposed Model TDV,,,,,,,,,,,,,,Proposed Model Source Energy (EDR1),,,,,,,,,,,,Proposed Model Electric Demand,,,,,,,,,,,,,,Standard Model Site Electric Use,,,,,,,,,,,Standard Model Site Fuel Use,,,,,Standard Model TDV,,,,,,,,,,,Standard Model Source Energy (EDR1),,,,,,,,,,Standard Model Electric Demand,,,,,,,,,,,Software Versions,,,,Savings Results,,,,Proposed Design Rating Model Site Electric Use,,,,,,,,,,,,,Proposed Design Rating Model Site Fuel Use,,,,,Proposed Design Rating Model TDV,,,,,,,,,,,,,Proposed Design Rating Model Source Energy (EDR1),,,,,,,,,,,,Proposed Design Rating Model Electric Demand,,,,,,,,,,,,,Reference Design Rating Model Site Electric Use,,,,,,,,,Reference Design Rating Model Site Fuel Use,,,,Reference Design Rating Model TDV (fuel multiplier adjusted),,,,,,,,,Reference Design Rating Model TDV (before fuel multiplier adjustment),,,,,,,,,Reference Design Rating Model Source Energy (EDR1) (fuel multiplier adjusted),,,,,,,,,Reference Design Rating Model Source Energy (EDR1) (before fuel multiplier adjustment),,,,,,,,,Reference Design Rating Model Electric Demand,,,,,,,,,Energy Design Ratings,,,,,,EDR1 (source energy),,Compliance Total TDV Results By Fuel (kTDV/ft2-yr),,,,,,,,Source Energy (EDR1) Compliance Results By Fuel (kBtu/ft2-yr),,,,,,,,Proposed PV Scaling,,,Target EDR,,Standard Design PV,,Proposed Design CO2 Emissions,,,Standard Design CO2 Emissions,,,Self Utilization Credit,,Proposed Model Site Electric CO2 Emissions,,,,,,,,,,,,,Proposed Model Site Fuel CO2 Emissions,,,,,Standard Model Site Electric CO2 Emissions,,,,,,,,,,Standard Model Site Fuel CO2 Emissions,,,,Reference Design Rating Model Site Electric CO2 Emissions,,,,,,,,,Reference Design Rating Model Site Fuel CO2 Emissions,,,,CAHP / CMFNH Results,,,,,,,,,,,,,,,
,,Project,,Climate,Dwelling,Area,,Pass /,TDV Margin,EDR Efficiency,EDR Total,EDR,EDR1 (source energy),,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Comp Total,Spc Heat,Wtr Heat,Flexibility,Appl & Cook,TOTAL,Comp Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Comp Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Comp Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Comp Total,Spc Heat,Wtr Heat,Appl & Cook,TOTAL,Comp Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Comp Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Comp Total,Compliance,,End User,Fuel,Total Demand,Compliance Demand,Total TDV,Compliance TDV,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Flexibility,Appl & Cook,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Appl & Cook,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Proposed,Proposed,Proposed,Standard,Standard,Standard,Proposed,Standard,Proposed Model,,Standard Model,,Proposed Design Rating Model,,Reference Design Rating Model,,Proposed Model,,Standard Model,,Proposed Design Rating Model,,Reference Design Rating Model,,Max PV,PV Scale,Scaled PV,,Target,Prop Mixed Fuel,Std Design,Self Consumed Solar,Grid Exported Solar,CO2 Generated,Self Consumed Solar,Grid Exported Solar,CO2 Generated,TDV Cap,Battery,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Flexibility,Appl & Cook,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Appl & Cook,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Appl & Cook,TOTAL,EDR Bonus Points,CAHP Delta EDR,Cash Bonus Total,2019 Zone Ready Kicker,2019 Zone Kicker,High Performance Fenestration Kicker,High Performance Attic Kicker,High Performance Wall Kicker,Whole House Fans Kicker,Balanced IAQ Kicker,DOE Zero Energy Kicker,Drain Water Heat Recovery Kicker,Design Charrette Kicker,ENERGYStar Laundry Recycling Kicker,CAHP Base Incentive,CAHP Total Incentive
Directory,Run Date/Time,Path/File,Run Title,Zone,Units,(ft2),Analysis Type,Fail,(kTDV/ft2-yr),Margin,Margin,Total,Margin,Total,(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(Therms),(Therms),(Therms),(Therms),(Therms),(Therms),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(Therms),(Therms),(Therms),(Therms),(Therms),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),Ruleset,CSE,Application,Type,(kW),(kW),(%),(%),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(Therms),(Therms),(kWh),(Therms),(Therms),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(Therms),(Therms),(Therms),(Therms),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),Efficiency,PV+Batt+Flex Only,Total,Efficiency,PV+Batt+Flex Only,Total,Total,Total,Electric,Gas,Electric,Gas,Electric,Gas,Electric,Gas,Electric,Gas,Electric,Gas,Electric,Gas,Electric,Gas,Ratio,Factor,Total kW,EDR,Status,Total kWh,PV kW,(metric ton/yr),(metric ton/yr),(metric ton/yr),(metric ton/yr),(metric ton/yr),(metric ton/yr),(kTDV/ft2-yr),Ratio,(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(int),(int),($),($),($),($),($),($),($),($),($),($),($),($),($),($)
lrgs-proposed/cz01,"2020-03-09 16:08:09","C:\Users\agoyal\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpwh\runs\lrgs-proposed\cz01\instance.ribd22","TDSv30 V19R12 V19 R12 UGLASS15 ELEC PVSTD",1,8,7320,"Proposed Only","",,,,0,,,653.518,0,809.423,7215.36,0,-1337.91,0,0,2097.54,5242.29,12062,453.051,27195.2,8678.3,964.702,0,0,293.896,1258.6,964.702,46.59,0,2.99,26.15,0,-3.72,0,0,9.21,32.36,46.86,1.9,162.34,75.73,11.75,0,0.28,2.27,-0.11,0,0,0.88,5.2,4.43,0.2,24.9,0.00264499,0,0.092427,0.818541,0,-0.0362355,0,0,0.556841,0.659668,1.82348,0.0772147,3.99458,0.913613,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"BEMCmpMgr 2022.0.1 (1633)","CSE19 0.865.0+solar-hot-water.2e4b23d.147 EXE","CBECC-Res 2022.0.2 RV (1117)","Natural Gas",,,,,0,0,0,0,0,-1337.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.72,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,31.56,44.17,,,0,44.17,0,0,2.76,11.54,0,0,0,11.54,0,0,1,1.61895e-319,1.61895e-319,,,,,,,,,,,,,81.5941,0,108.328,882.826,0,-41.1855,0,0,343.714,653.184,1723.42,78.4687,3830.35,4349.84,0,0,1325.18,5675.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
lrgs-proposed/cz02,"2020-03-09 16:08:09","C:\Users\agoyal\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpwh\runs\lrgs-proposed\cz02\instance.ribd22","TDSv30 V19R12 V19 R12 UGLASS15 ELEC PVSTD",2,8,7320,"Proposed Only","",,,,0,,,323.449,100.134,809.423,6723.06,0,-1564.48,0,0,2097.54,5375.62,12062,453.051,26379.8,7956.06,477.449,0,0,293.896,771.345,477.449,23.72,1.58,2.96,23.81,0,-4.51,0,0,8.6,32.81,45.61,1.81,136.39,52.07,5.83,0.04,0.28,2.16,-0.12,0,0,0.88,5.25,4.43,0.2,18.95,0,0.451545,0.092427,0.554854,0,-0.0293507,0,0,0.556841,0.707718,1.82348,0.0772147,4.23473,1.09883,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"BEMCmpMgr 2022.0.1 (1633)","CSE19 0.865.0+solar-hot-water.2e4b23d.147 EXE","CBECC-Res 2022.0.2 RV (1117)","Natural Gas",,,,,0,0,0,0,0,-1564.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.51,0,0,0,0,0,0,0,0,0,0,0,-0.12,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,29.51,22.56,,,0,22.56,0,0,2.6,5.71,0,0,0,5.71,0,0,1,1.61895e-319,1.61895e-319,,,,,,,,,,,,,48.0097,15.9429,108.328,838.19,0,-48.1145,0,0,343.714,670.9,1723.42,78.4687,3778.86,2152.82,0,0,1325.18,3477.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
lrgs-proposed/cz03,"2020-03-09 16:08:37","C:\Users\agoyal\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpwh\runs\lrgs-proposed\cz03\instance.ribd22","TDSv30 V19R12 V19 R12 UGLASS15 ELEC PVSTD",3,8,7320,"Proposed Only","",,,,0,,,239.526,0,809.423,6642.56,0,-1578.06,0,0,2097.54,5303.98,12062,453.051,26030,7691.51,353.549,0,0,293.896,647.445,353.549,17.54,0,2.98,24.14,0,-4.45,0,0,8.85,32.52,46.33,1.87,129.78,44.66,4.32,0,0.28,2.13,-0.13,0,0,0.88,5.22,4.43,0.2,17.33,0,0,0.092427,0.585676,0,-0.0304752,0,0,0.556841,0.682433,1.82348,0.0772147,3.7876,0.678103,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"BEMCmpMgr 2022.0.1 (1633)","CSE19 0.865.0+solar-hot-water.2e4b23d.147 EXE","CBECC-Res 2022.0.2 RV (1117)","Natural Gas",,,,,0,0,0,0,0,-1578.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.45,0,0,0,0,0,0,0,0,0,0,0,-0.13,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,27.99,16.67,,,0,16.67,0,0,2.5,4.23,0,0,0,4.23,0,0,1,1.61895e-319,1.61895e-319,,,,,,,,,,,,,35.3396,0,108.328,826.163,0,-49.4636,0,0,343.714,661.629,1723.42,78.4687,3727.6,1594.15,0,0,1325.18,2919.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
lrgs-proposed/cz04,"2020-03-09 16:08:37","C:\Users\agoyal\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpwh\runs\lrgs-proposed\cz04\instance.ribd22","TDSv30 V19R12 V19 R12 UGLASS15 ELEC PVSTD",4,8,7320,"Proposed Only","",,,,0,,,221.093,219.897,809.423,6457.61,0,-1609.92,0,0,2097.54,5438.59,12062,453.051,26149.2,7708.02,326.36,0,0,293.896,620.256,326.36,16.3,1.37,2.96,23.51,0,-4.82,0,0,8.47,33.04,45.49,1.79,128.11,44.14,3.99,0.1,0.28,2.08,-0.13,0,0,0.88,5.27,4.43,0.2,17.1,0,0.894779,0.092427,0.582783,0,-0.0281564,0,0,0.556841,0.722669,1.82348,0.0772147,4.72204,1.56999,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"BEMCmpMgr 2022.0.1 (1633)","CSE19 0.865.0+solar-hot-water.2e4b23d.147 EXE","CBECC-Res 2022.0.2 RV (1117)","Natural Gas",,,,,0,0,0,0,0,-1609.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.82,0,0,0,0,0,0,0,0,0,0,0,-0.13,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,28.66,15.48,,,0,15.48,0,0,2.55,3.9,0,0,0,3.9,0,0,1,1.61895e-319,1.61895e-319,,,,,,,,,,,,,34.7681,38.9095,108.328,809.744,0,-51.9265,0,0,343.714,679.357,1723.42,78.4687,3764.78,1471.56,0,0,1325.18,2796.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
lrgs-proposed/cz05,"2020-03-09 16:09:04","C:\Users\agoyal\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpwh\runs\lrgs-proposed\cz05\instance.ribd22","TDSv30 V19R12 V19 R12 UGLASS15 ELEC PVSTD",5,8,7320,"Proposed Only","",,,,0,,,264.157,0,809.423,6730.65,0,-1681.62,0,0,2097.54,5297.58,12062,453.051,26032.7,7804.23,389.949,0,0,293.896,683.845,389.949,19.1,0,2.99,24.6,0,-4.74,0,0,9.06,32.53,46.71,1.9,132.15,46.69,4.77,0,0.28,2.17,-0.15,0,0,0.88,5.22,4.43,0.2,17.8,7.35055e-15,0,0.092427,0.644537,0,-0.0217145,0,0,0.556841,0.676079,1.82348,0.0772147,3.84886,0.736964,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"BEMCmpMgr 2022.0.1 (1633)","CSE19 0.865.0+solar-hot-water.2e4b23d.147 EXE","CBECC-Res 2022.0.2 RV (1117)","Natural Gas",,,,,0,0,0,0,0,-1681.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.74,0,0,0,0,0,0,0,0,0,0,0,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,28.55,18.14,,,0,18.14,0,0,2.55,4.67,0,0,0,4.67,0,0,1,1.61895e-319,1.61895e-319,,,,,,,,,,,,,37.3623,0,108.328,844.529,0,-59.0581,0,0,343.714,661.185,1723.42,78.4687,3737.95,1758.28,0,0,1325.18,3083.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
lrgs-proposed/cz06,"2020-03-09 16:09:04","C:\Users\agoyal\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpwh\runs\lrgs-proposed\cz06\instance.ribd22","TDSv30 V19R12 V19 R12 UGLASS15 ELEC PVSTD",6,8,7320,"Proposed Only","",,,,0,,,53.6443,185.577,809.423,6219.36,0,-1578.46,0,0,2097.54,5501.69,12062,453.051,25803.8,7268,79.1839,0,0,293.896,373.08,79.1839,3.95,1.79,2.96,22.12,0,-4.59,0,0,8.64,33.28,45.83,1.83,115.81,30.82,0.95,0.08,0.28,2.03,-0.15,0,0,0.89,5.25,4.46,0.2,13.99,0,0.693105,0.092427,0.597088,0,-0.0181176,0,0,0.556841,0.718267,1.82348,0.0772147,4.5403,1.38262,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"BEMCmpMgr 2022.0.1 (1633)","CSE19 0.865.0+solar-hot-water.2e4b23d.147 EXE","CBECC-Res 2022.0.2 RV (1117)","Natural Gas",,,,,0,0,0,0,0,-1578.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.59,0,0,0,0,0,0,0,0,0,0,0,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,27.06,3.76,,,0,3.76,0,0,2.41,0.93,0,0,0,0.93,0,0,1,1.61895e-319,1.61895e-319,,,,,,,,,,,,,8.49399,32.8,108.992,787.18,0,-58.8003,0,0,344.886,692.577,1732.15,78.8994,3727.18,357.04,0,0,1325.18,1682.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
lrgs-proposed/cz07,"2020-03-09 16:09:30","C:\Users\agoyal\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpwh\runs\lrgs-proposed\cz07\instance.ribd22","TDSv30 V19R12 V19 R12 UGLASS15 ELEC PVSTD",7,8,7320,"Proposed Only","",,,,0,,,8.39246,96.5985,809.423,6147.76,0,-1637.63,0,0,2097.54,5506.4,12062,453.051,25543.5,7062.17,12.3876,0,0,293.896,306.284,12.3876,0.6,0.77,2.97,22.15,0,-4.67,0,0,8.82,33.34,46.12,1.86,111.96,26.49,0.15,0.05,0.28,1.99,-0.16,0,0,0.89,5.25,4.44,0.2,13.09,0,0.581675,0.092427,0.750046,0,-0.013036,0,0,0.556841,0.714095,1.82348,0.0772147,4.58274,1.42415,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"BEMCmpMgr 2022.0.1 (1633)","CSE19 0.865.0+solar-hot-water.2e4b23d.147 EXE","CBECC-Res 2022.0.2 RV (1117)","Natural Gas",,,,,0,0,0,0,0,-1637.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.67,0,0,0,0,0,0,0,0,0,0,0,-0.16,0,0,0,0,0,0,0,0,0,0,0,0,-0.013036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,25.92,0.57,,,0,0.57,0,0,2.32,0.15,0,0,0,0.15,0,0,1,1.61895e-319,1.61895e-319,,,,,,,,,,,,,0.950406,18.7399,108.673,771.642,0,-63.7416,0,0,344.026,693.774,1727.43,78.6782,3680.17,55.8557,0,0,1325.18,1381.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
lrgs-proposed/cz08,"2020-03-09 16:09:31","C:\Users\agoyal\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpwh\runs\lrgs-proposed\cz08\instance.ribd22","TDSv30 V19R12 V19 R12 UGLASS15 ELEC PVSTD",8,8,7320,"Proposed Only","",,,,0,,,29.6093,1088.02,809.423,6087.5,0,-1581.8,0,0,2097.54,5587.09,12062,453.051,26632.4,8014.55,43.7062,0,0,293.896,337.602,43.7062,2.18,7.45,2.92,21.46,0,-4.78,0,0,8.14,33.24,44.74,1.73,117.08,34.01,0.53,0.48,0.28,1.98,-0.15,0,0,0.89,5.28,4.46,0.2,13.95,0,2.80871,0.092427,0.562542,0,-0.0131105,0,0,0.556841,0.728639,1.82348,0.0772147,6.63674,3.46367,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"BEMCmpMgr 2022.0.1 (1633)","CSE19 0.865.0+solar-hot-water.2e4b23d.147 EXE","CBECC-Res 2022.0.2 RV (1117)","Natural Gas",,,,,0,0,0,0,0,-1581.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.78,0,0,0,0,0,0,0,0,0,0,0,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,31.93,2.08,,,0,2.08,0,0,2.75,0.52,0,0,0,0.52,0,0,1,1.61895e-319,1.61895e-319,,,,,,,,,,,,,4.63211,186.468,108.992,768.733,0,-57.7731,0,0,344.886,703.772,1732.15,78.8994,3870.76,197.071,0,0,1325.18,1522.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
