climate,:climate_zone,:weather_station,:window_u,:window_shgc,:wall_cavity,:wall_exterior_sheathing,:ceiling_cavity,:ceiling_sheathing,:frame_path_cavity
cz03,CZ3  (Oakland),CTZ03S22A,0.3,0.37,R 21,4,R 30,R5 Sheathing,2x10 @ 16 in. O.C.
