AirSystems
,,,,,Cooling,,,,Heating,,,Fan/Ventilation,,,Controls
Name,Type,Status,System Count,Floor Area Served,Net Capacity,Design Supply T,Capacity/Area,Supply Flow/Ton,Net Capacity,Design Supply T,Capacity/Area,Supply Flow,Supply Flow/Area,Design OA,OA/Area,Control Zone Name,Temp Control,FixedT,Supply HiT,At Outdoor,Supply LowT,At OutdoorT,ReheatCtrlMthd,Availability Schedule,Night Cycle Control
,,,(#),(ft2),(Btu/hr),(degF),(Btu/ft2),(cfm/ton),(Btu/hr),(degF),(Btu/ft2),(cfm),(cfm/ft2),(cfm),(cfm/ft2),,,(degF),(degF),(degF),(degF),( degF),,,
"BaseAirSys5","PVAV","New",1,22620,571939,55,25.2847,403.155,464107,60,20.5175,19215,0.84947,5951.55,0.26311,"NONE","WarmestReset",,60,,55,,"UNDEFINED","RetailHVACAvail","CycleOnCallAnyZone"
"BaseAirSys5-2","PVAV","New",3,8280,50449.8,55,18.2789,412.448,41613.9,60,15.0775,1733.99,0.628258,402.75,0.145924,"NONE","WarmestReset",,60,,55,,"UNDEFINED","OfficeHVACAvail","CycleOnCallAnyZone"
"BaseAirSys5-3","PVAV","New",1,2760,53627.7,55,19.4303,364.834,68594.8,60,24.8532,1630.44,0.590737,402.75,0.145924,"NONE","WarmestReset",,60,,55,,"UNDEFINED","OfficeHVACAvail","CycleOnCallAnyZone"



ZoneSystems
,,,,Cooling,,,,Heating,,,Fan/Ventilation,,,Controls
Name,Type,System Count,Floor Area Served,Net Capacity,Design Supply T,Capacity/Area,Supply Flow/Ton,Net Capacity,Design Supply T,Capacity/Area,Supply Flow,Supply Flow/Area,Design OA,OA/Area,Control Zone Name,Temp Control,Availability Schedule
,,(#),(ft2),(Btu/hr),(degF),(Btu/ft2),(cfm/ton),(Btu/hr),(degF),(Btu/ft2),(cfm),(cfm/ft2),(cfm),( cfm/ft2),,,,,,,,,,
"BaseZnSys1","SZAC",3,2160,9390.39,58,13.0422,449.488,7225.8,95,10.0358,351.739,0.488526,0,0,"Thermal Zone: F2-4 1-Bed Core N","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-2","SZAC",6,4320,8901.82,58,12.3636,449.489,7366.14,95,10.2308,333.439,0.463109,0,0,"Thermal Zone: F2-4 1-Bed Core West","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-3","SZAC",6,4320,9757.7,58,13.5524,449.487,7385.89,95,10.2582,365.497,0.507634,0,0,"Thermal Zone: F2-4 1-Bed Core East","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-4","SZAC",6,4464,6201.06,58,8.33476,449.488,7482.74,95,10.0575,232.275,0.312198,0,0,"Thermal Zone: F2-4 1-Bed North CU-1","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-5","SZAC",9,6696,6094.79,58,8.19192,449.487,7354.51,95,9.88509,228.294,0.306847,0,0,"Thermal Zone: F2-4 1-Bed North CU-2","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-6","SZAC",3,3240,8405.05,58,7.78245,449.489,8414.66,95,7.79135,314.832,0.291511,0,0,"Thermal Zone: F2-4 2-Bed Core NE","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-7","SZAC",3,3240,8616.26,58,7.97802,449.49,9019.2,95,8.35111,322.744,0.298837,0,0,"Thermal Zone: F2-4 2-Bed Core NW","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-8","SZAC",3,2232,8408.72,58,11.302,449.49,10146.7,95,13.638,314.97,0.423346,0,0,"Thermal Zone: F5 1-Bed North CU-2","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-9","SZAC",1,1080,12081.4,58,11.1865,449.488,12664.4,95,11.7263,452.536,0.419015,0,0,"Thermal Zone: F5 2-Bed Core NW","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-10","SZAC",2,1488,8544.59,58,11.4847,449.487,10310.6,95,13.8584,320.056,0.430183,0,0,"Thermal Zone: F5 1-Bed North CU-1","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-11","SZAC",1,1080,11685.1,58,10.8195,449.486,12181.4,95,11.2791,437.69,0.405269,0,0,"Thermal Zone: F5 2-Bed Core NE","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-12","SZAC",9,9720,13844.9,58,12.8194,449.489,10951.9,95,10.1407,518.595,0.480181,0,0,"Thermal Zone: F2-4 2-Bed East","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-13","SZAC",9,9720,15534.6,58,14.3839,449.488,10963.2,95,10.1512,581.883,0.538781,0,0,"Thermal Zone: F2-4 2-Bed West","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-14","SZAC",3,4230,17853.3,58,12.6619,449.488,15648.6,95,11.0983,668.736,0.474281,0,0,"Thermal Zone: F2-4 3-Bed NE","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-15","SZAC",3,4230,20306,58,14.4014,449.488,15663.4,95,11.1088,760.61,0.53944,0,0,"Thermal Zone: F2-4 3-Bed NW","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-16","SZAC",3,1620,12583,58,23.3018,449.487,7736.43,95,14.3267,471.324,0.872822,0,0,"Thermal Zone: F2-4 Studio SE","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-17","SZAC",3,1620,11798.6,58,21.8492,449.487,7728.83,95,14.3126,441.941,0.81841,0,0,"Thermal Zone: F2-4 Studio SW","NoSATControl","AllOnHVACAvail"
