AirSystems
,,,,,Cooling,,,,Heating,,,Fan/Ventilation,,,Controls
Name,Type,Status,System Count,Floor Area Served,Net Capacity,Design Supply T,Capacity/Area,Supply Flow/Ton,Net Capacity,Design Supply T,Capacity/Area,Supply Flow,Supply Flow/Area,Design OA,OA/Area,Control Zone Name,Temp Control,FixedT,Supply HiT,At Outdoor,Supply LowT,At OutdoorT,ReheatCtrlMthd,Availability Schedule,Night Cycle Control
,,,(#),(ft2),(Btu/hr),(degF),(Btu/ft2),(cfm/ton),(Btu/hr),(degF),(Btu/ft2),(cfm),(cfm/ft2),(cfm),(cfm/ft2),,,(degF),(degF),(degF),(degF),( degF),,,
"BaseAirSys5","PVAV","New",1,22620,815220,55,36.0398,292.127,635365,60,28.0886,19845.7,0.87735,5951.55,0.26311,"NONE","WarmestReset",,60,,55,,"UNDEFINED","RetailHVACAvail","CycleOnCallAnyZone"
"BaseAirSys5-2","PVAV","New",3,8280,68011.6,55,24.6419,304.54,55685.8,60,20.176,1726.02,0.625369,402.75,0.145924,"NONE","WarmestReset",,60,,55,,"UNDEFINED","OfficeHVACAvail","CycleOnCallAnyZone"
"BaseAirSys5-3","PVAV","New",1,2760,61411.3,55,22.2505,320.625,81148.9,60,29.4018,1640.83,0.594504,402.75,0.145924,"NONE","WarmestReset",,60,,55,,"UNDEFINED","OfficeHVACAvail","CycleOnCallAnyZone"



ZoneSystems
,,,,Cooling,,,,Heating,,,Fan/Ventilation,,,Controls
Name,Type,System Count,Floor Area Served,Net Capacity,Design Supply T,Capacity/Area,Supply Flow/Ton,Net Capacity,Design Supply T,Capacity/Area,Supply Flow,Supply Flow/Area,Design OA,OA/Area,Control Zone Name,Temp Control,Availability Schedule
,,(#),(ft2),(Btu/hr),(degF),(Btu/ft2),(cfm/ton),(Btu/hr),(degF),(Btu/ft2),(cfm),(cfm/ft2),(cfm),( cfm/ft2),,,,,,,,,,
"BaseZnSys1","SZAC",3,2160,9333.96,58,12.9638,449.49,8062.97,95,11.1986,349.627,0.485593,0,0,"Thermal Zone: F2-4 1-Bed Core N","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-2","SZAC",6,4320,9579.08,58,13.3043,449.489,8433.84,95,11.7137,358.808,0.498344,0,0,"Thermal Zone: F2-4 1-Bed Core West","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-3","SZAC",6,4320,11557.3,58,16.0518,449.488,8443.9,95,11.7276,432.904,0.601256,0,0,"Thermal Zone: F2-4 1-Bed Core East","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-4","SZAC",6,4464,7235.74,58,9.72546,449.489,8570.25,95,11.5192,271.032,0.36429,0,0,"Thermal Zone: F2-4 1-Bed North CU-1","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-5","SZAC",9,6696,7178.93,58,9.64909,449.488,8403.8,95,11.2954,268.903,0.361429,0,0,"Thermal Zone: F2-4 1-Bed North CU-2","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-6","SZAC",3,3240,9059.6,58,8.38852,449.489,10475.2,95,9.69925,339.35,0.314213,0,0,"Thermal Zone: F2-4 2-Bed Core NE","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-7","SZAC",3,3240,9255.32,58,8.56974,449.487,10707,95,9.91392,346.679,0.320999,0,0,"Thermal Zone: F2-4 2-Bed Core NW","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-8","SZAC",3,2232,9726.5,58,13.0733,449.487,11362.1,95,15.2716,364.328,0.489688,0,0,"Thermal Zone: F5 1-Bed North CU-2","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-9","SZAC",1,1080,12590.1,58,11.6575,449.489,14168.5,95,13.1189,471.592,0.436659,0,0,"Thermal Zone: F5 2-Bed Core NW","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-10","SZAC",2,1488,9778.19,58,13.1427,449.486,11535,95,15.504,366.263,0.49229,0,0,"Thermal Zone: F5 1-Bed North CU-1","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-11","SZAC",1,1080,12248.8,58,11.3415,449.483,13586.8,95,12.5804,458.804,0.424819,0,0,"Thermal Zone: F5 2-Bed Core NE","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-12","SZAC",9,9720,14389.7,58,13.3238,449.489,12719.1,95,11.777,539,0.499074,0,0,"Thermal Zone: F2-4 2-Bed East","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-13","SZAC",9,9720,17346,58,16.0611,449.488,12718.9,95,11.7767,649.733,0.601605,0,0,"Thermal Zone: F2-4 2-Bed West","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-14","SZAC",3,4230,19292,58,13.6823,449.489,18229.2,95,12.9285,722.629,0.512503,0,0,"Thermal Zone: F2-4 3-Bed NE","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-15","SZAC",3,4230,23567.1,58,16.7143,449.488,18228.7,95,12.9282,882.763,0.626073,0,0,"Thermal Zone: F2-4 3-Bed NW","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-16","SZAC",3,1620,12535.2,58,23.2134,449.489,9138.45,95,16.923,469.537,0.869514,0,0,"Thermal Zone: F2-4 Studio SE","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-17","SZAC",3,1620,11690.6,58,21.6492,449.487,9136.67,95,16.9198,437.897,0.81092,0,0,"Thermal Zone: F2-4 Studio SW","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-18","SZAC",1,720,11339.3,58,15.749,449.489,10994.9,95,15.2707,424.741,0.589918,0,0,"Thermal Zone: F5 1-Bed Core N","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-19","SZAC",2,1440,11206.3,58,15.5642,449.487,11366.5,95,15.7867,419.756,0.582994,0,0,"Thermal Zone: F5 1-Bed Core West","NoSATControl","AllOnHVACAvail"
"BaseZnSys1-20","SZAC",2,1440,14192.9,58,19.7124,449.487,11365.5,95,15.7854,531.628,0.738372,0,0,"Thermal Zone: F5 1-Bed Core East","NoSATControl","AllOnHVACAvail"
