"",001
"Fri 05-Feb-21  12:16:53 pm"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Fri 05-Feb-21  12:16:53 pm",2,"DHW Solar System",0.312
