"",002
"Thu 28-Jan-21   3:21:58 pm"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Thu 28-Jan-21   3:21:58 pm","CA_BURBANK-GLNDLE-PASAD-AP_722880S_STYP20.epw",9,1.77192,72.4,108.6,0.142684
"Thu 28-Jan-21   3:22:02 pm","CA_BURBANK-GLNDLE-PASAD-AP_722880S_STYP20.epw",9,2.65788,108.6,162.9,0.208988
