AirSystems,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Cooling,,,,Heating,,,Fan/Ventilation,,,Controls,,,,,,,,,,
BaseVAVBox TrmlUnit-2,VAVReheatBox,New,1,BaseAirSys5,1,Thermal Zone: F1 Corridor,1920,1,1373.07,276.75,686.535,DualMaximum,NONE,-99996,-99996,UNDEFINED,-99996,,,,,,,,
BaseVAVBox TrmlUnit-3,VAVReheatBox,New,1,BaseAirSys5,1,Thermal Zone: F1 Lounge,1050,1,1115.08,223.016,557.54,DualMaximum,NONE,-99996,-99996,UNDEFINED,-99996,,,,,,,,
BaseVAVBox TrmlUnit-4,VAVReheatBox,New,1,BaseAirSys5,1,Thermal Zone: F1 Fitness Center,900,1,615.954,450,450,DualMaximum,NONE,-99996,-99996,UNDEFINED,-99996,,,,,,,,
BaseVAVBox TrmlUnit-5,VAVReheatBox,New,1,BaseAirSys5,1,Thermal Zone: F1 Leasing Office,345,1,281.661,56.3322,140.831,DualMaximum,NONE,-99996,-99996,UNDEFINED,-99996,,,,,,,,
BaseVAVBox TrmlUnit-6,VAVReheatBox,New,1,BaseAirSys5,1,Thermal Zone: F1 Mechanical Room,432,1,572.285,114.457,286.142,DualMaximum,NONE,-99996,-99996,UNDEFINED,-99996,,,,,,,,
BaseVAVBox TrmlUnit-7,VAVReheatBox,New,1,BaseAirSys5,1,Thermal Zone: F1 Retail N-NW,5985,1,4023.16,1496.25,2011.58,DualMaximum,NONE,-99996,-99996,UNDEFINED,-99996,,,,,,,,
BaseVAVBox TrmlUnit-8,VAVReheatBox,New,1,BaseAirSys5,1,Thermal Zone: F1 Retail NE,4320,1,3064.52,1080,1532.26,DualMaximum,NONE,-99996,-99996,UNDEFINED,-99996,,,,,,,,
BaseVAVBox TrmlUnit-9,VAVReheatBox,New,1,BaseAirSys5,1,Thermal Zone: F1 Retail SE,2880,1,2034.47,720,1017.24,DualMaximum,NONE,-99996,-99996,UNDEFINED,-99996,,,,,,,,
BaseVAVBox TrmlUnit-10,VAVReheatBox,New,1,BaseAirSys5,1,Thermal Zone: F1 Retail SW,4428,1,3026.32,1107,1513.16,DualMaximum,NONE,-99996,-99996,UNDEFINED,-99996,,,,,,,,
BaseVAVBox TrmlUnit-11,VAVReheatBox,New,1,BaseAirSys5-2,3,Thermal Zone: F2-4 Corridor,2760,1,1495.66,402.75,747.831,DualMaximum,NONE,-99996,-99996,UNDEFINED,-99996,,,,,,,,
BaseVAVBox TrmlUnit-12,VAVReheatBox,New,1,BaseAirSys5-3,1,Thermal Zone: F5 Corridor,2760,1,1402.72,402.75,701.36,DualMaximum,NONE,-99996,-99996,UNDEFINED,-99996,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Cooling Coils,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Relationships,,,Capacity,,,,ChilledWater,,,DirectExpansion,,,,,,,,,,,
Name,Type,Status,Fuel Src,System,System Qty,Zone,Total-Net,Total-Gross,FluidSegIn,FluidSegOut,Design Flow Rate,Condenser Type,Number Stages,SEER,CodeMin SEER,EER,CodeMin EER,IEER,CodeMin IEER,EIR,Sizing Ratio,,,,
,,,,,(#),,(Btu/hr),(Btu/hr),(Btu/hr),(Btu/hr),( gpm),,,,,,,,,,,,,,
BaseSys5 CoilClg,DirectExpansion,New,Electric,BaseAirSys5,1,UNDEFINED,550216,574046,NONE,NONE,-99996,Air,2,-99996,-99996,9.8,-99996,-99996,-99996,0.292197,1.15,,,,
BaseSys5 CoilClg-2,DirectExpansion,New,Electric,BaseAirSys5-2,3,UNDEFINED,49910.4,52072,NONE,NONE,-99996,Air,2,13,-99996,10.8446,-99996,-99996,-99996,0.259903,1.15,,,,
BaseSys5 CoilClg-3,DirectExpansion,New,Electric,BaseAirSys5-3,1,UNDEFINED,50482.2,52668.6,NONE,NONE,-99996,Air,2,13,-99996,10.8446,-99996,-99996,-99996,0.259903,1.15,,,,
BaseSys1 CoilClg,DirectExpansion,New,Electric,BaseZnSys1,3,Thermal Zone: F2-4 1-Bed Core N,8273.33,8631.66,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-2,DirectExpansion,New,Electric,BaseZnSys1-2,6,Thermal Zone: F2-4 1-Bed Core West,8591.34,8963.44,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-3,DirectExpansion,New,Electric,BaseZnSys1-3,6,Thermal Zone: F2-4 1-Bed Core East,9671.93,10090.8,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-4,DirectExpansion,New,Electric,BaseZnSys1-4,15,Thermal Zone: F2-4 1-Bed North,6266.75,6538.16,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-5,DirectExpansion,New,Electric,BaseZnSys1-5,6,Thermal Zone: F2-4 2-Bed Core NE-NW,8146.46,8499.29,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-6,DirectExpansion,New,Electric,BaseZnSys1-6,9,Thermal Zone: F2-4 2-Bed East,12762.2,13314.9,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-7,DirectExpansion,New,Electric,BaseZnSys1-7,9,Thermal Zone: F2-4 2-Bed West,14564.2,15194.9,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-8,DirectExpansion,New,Electric,BaseZnSys1-8,3,Thermal Zone: F2-4 3-Bed NE,17226,17972.1,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-9,DirectExpansion,New,Electric,BaseZnSys1-9,3,Thermal Zone: F2-4 3-Bed NW,19611,20460.4,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-10,DirectExpansion,New,Electric,BaseZnSys1-10,3,Thermal Zone: F2-4 Studio SE,10907.6,11380,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-11,DirectExpansion,New,Electric,BaseZnSys1-11,3,Thermal Zone: F2-4 Studio SW,10116.3,10554.5,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-12,DirectExpansion,New,Electric,BaseZnSys1-12,1,Thermal Zone: F5 1-Bed Core N,9694.86,10114.8,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-13,DirectExpansion,New,Electric,BaseZnSys1-13,2,Thermal Zone: F5 1-Bed Core West,10032.6,10467.1,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-14,DirectExpansion,New,Electric,BaseZnSys1-14,2,Thermal Zone: F5 1-Bed Core East,11753.5,12262.5,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-15,DirectExpansion,New,Electric,BaseZnSys1-15,5,Thermal Zone: F5 1-Bed North,8617.39,8990.61,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-16,DirectExpansion,New,Electric,BaseZnSys1-16,2,Thermal Zone: F5 2-Bed Core NE-NW,10578,11036.2,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-17,DirectExpansion,New,Electric,BaseZnSys1-17,3,Thermal Zone: F5 2-Bed East,14228.3,14844.6,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-18,DirectExpansion,New,Electric,BaseZnSys1-18,3,Thermal Zone: F5 2-Bed West,16757.1,17482.8,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-19,DirectExpansion,New,Electric,BaseZnSys1-19,1,Thermal Zone: F5 3-Bed NE,19128.4,19956.8,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-20,DirectExpansion,New,Electric,BaseZnSys1-20,1,Thermal Zone: F5 3-Bed NW,22718.6,23702.6,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-21,DirectExpansion,New,Electric,BaseZnSys1-21,1,Thermal Zone: F5 Studio SE,11742.8,12251.3,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
BaseSys1 CoilClg-22,DirectExpansion,New,Electric,BaseZnSys1-22,1,Thermal Zone: F5 Studio SW,11017.9,11495.1,NONE,NONE,-99996,Air,-99996,14,-99996,12.2,-99996,-99996,-99996,0.22655,1.15,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Heating Coils,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Relationships,,,Capacity,,HotWater,,,HeatPump,,,,,,,,,Furnace,,,,
Name,Type,Status,Fuel Src,System,System Qty,Zone,Total-Net,Total-Gross,FluidSeg In,FluidSeg Out,Design Flow Rate,Condenser Type,Number Stages,HSPF,CodeMin HSPF,COP,CodeMin COP,EIR,Comp Lockout Temp,Supp Htr Temp,AFUE,CodeMin AFUE,Thrml Eff,CodeMin Thrml Eff,SizingRatio
,,,,,(#),,(Btu/hr),(Btu/hr),,,(gpm),,,,,,,,(?F),( ?F),,,,,
BaseSys5 CoilHtg,HotWater,New,- specify -,BaseAirSys5,1,UNDEFINED,140073,140073,BaseHWPriSupSeg,BaseHWPriRetSeg,7.001,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,1.25
BaseSys5 CoilHtg-2,HotWater,New,- specify -,BaseAirSys5-2,3,UNDEFINED,7120.95,7120.95,BaseHWPriSupSeg,BaseHWPriRetSeg,0.355912,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,1.25
BaseSys5 CoilHtg-3,HotWater,New,- specify -,BaseAirSys5-3,1,UNDEFINED,7643.46,7643.46,BaseHWPriSupSeg,BaseHWPriRetSeg,0.382028,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,1.25
BaseSys1 CoilHtg,Furnace,New,Gas,BaseZnSys1,3,Thermal Zone: F2-4 1-Bed Core N,7560.31,7560.31,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-2,Furnace,New,Gas,BaseZnSys1-2,6,Thermal Zone: F2-4 1-Bed Core West,7693.48,7693.48,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-3,Furnace,New,Gas,BaseZnSys1-3,6,Thermal Zone: F2-4 1-Bed Core East,7714.89,7714.89,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-4,Furnace,New,Gas,BaseZnSys1-4,15,Thermal Zone: F2-4 1-Bed North,7567.39,7567.39,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-5,Furnace,New,Gas,BaseZnSys1-5,6,Thermal Zone: F2-4 2-Bed Core NE-NW,9837.23,9837.23,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-6,Furnace,New,Gas,BaseZnSys1-6,9,Thermal Zone: F2-4 2-Bed East,11487.1,11487.1,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-7,Furnace,New,Gas,BaseZnSys1-7,9,Thermal Zone: F2-4 2-Bed West,11485.3,11485.3,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-8,Furnace,New,Gas,BaseZnSys1-8,3,Thermal Zone: F2-4 3-Bed NE,16526.2,16526.2,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-9,Furnace,New,Gas,BaseZnSys1-9,3,Thermal Zone: F2-4 3-Bed NW,16523,16523,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-10,Furnace,New,Gas,BaseZnSys1-10,3,Thermal Zone: F2-4 Studio SE,8253.74,8253.74,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-11,Furnace,New,Gas,BaseZnSys1-11,3,Thermal Zone: F2-4 Studio SW,8251.43,8251.43,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-12,Furnace,New,Gas,BaseZnSys1-12,1,Thermal Zone: F5 1-Bed Core N,10079.2,10079.2,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-13,Furnace,New,Gas,BaseZnSys1-13,2,Thermal Zone: F5 1-Bed Core West,10458,10458,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-14,Furnace,New,Gas,BaseZnSys1-14,2,Thermal Zone: F5 1-Bed Core East,10457.4,10457.4,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-15,Furnace,New,Gas,BaseZnSys1-15,5,Thermal Zone: F5 1-Bed North,10405.9,10405.9,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-16,Furnace,New,Gas,BaseZnSys1-16,2,Thermal Zone: F5 2-Bed Core NE-NW,12773.4,12773.4,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-17,Furnace,New,Gas,BaseZnSys1-17,3,Thermal Zone: F5 2-Bed East,15485.1,15485.1,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-18,Furnace,New,Gas,BaseZnSys1-18,3,Thermal Zone: F5 2-Bed West,15484.3,15484.3,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-19,Furnace,New,Gas,BaseZnSys1-19,1,Thermal Zone: F5 3-Bed NE,21723.1,21723.1,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-20,Furnace,New,Gas,BaseZnSys1-20,1,Thermal Zone: F5 3-Bed NW,21722.2,21722.2,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-21,Furnace,New,Gas,BaseZnSys1-21,1,Thermal Zone: F5 Studio SE,10308.2,10308.2,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseSys1 CoilHtg-22,Furnace,New,Gas,BaseZnSys1-22,1,Thermal Zone: F5 Studio SW,10308.4,10308.4,NONE,NONE,0,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,0.810316,-99996,1.25
BaseVAVBox CoilHtg,HotWater,New,- specify -,BaseAirSys5,1,Thermal Zone: F1 Business Center,9734.08,9734.08,BaseHWPriSupSeg,BaseHWPriRetSeg,0.486519,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,1.25
BaseVAVBox CoilHtg-2,HotWater,New,- specify -,BaseAirSys5,1,Thermal Zone: F1 Corridor,52542.4,52542.4,BaseHWPriSupSeg,BaseHWPriRetSeg,2.62612,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,1.25
BaseVAVBox CoilHtg-3,HotWater,New,- specify -,BaseAirSys5,1,Thermal Zone: F1 Lounge,22133.4,22133.4,BaseHWPriSupSeg,BaseHWPriRetSeg,1.10625,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,1.25
BaseVAVBox CoilHtg-4,HotWater,New,- specify -,BaseAirSys5,1,Thermal Zone: F1 Fitness Center,18250.4,18250.4,BaseHWPriSupSeg,BaseHWPriRetSeg,0.912175,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,1.25
BaseVAVBox CoilHtg-5,HotWater,New,- specify -,BaseAirSys5,1,Thermal Zone: F1 Leasing Office,8647.15,8647.15,BaseHWPriSupSeg,BaseHWPriRetSeg,0.432193,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,1.25
BaseVAVBox CoilHtg-6,HotWater,New,- specify -,BaseAirSys5,1,Thermal Zone: F1 Mechanical Room,9041.49,9041.49,BaseHWPriSupSeg,BaseHWPriRetSeg,0.451903,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,1.25
BaseVAVBox CoilHtg-7,HotWater,New,- specify -,BaseAirSys5,1,Thermal Zone: F1 Retail N-NW,96831.6,96831.6,BaseHWPriSupSeg,BaseHWPriRetSeg,4.83974,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,1.25
BaseVAVBox CoilHtg-8,HotWater,New,- specify -,BaseAirSys5,1,Thermal Zone: F1 Retail NE,71509.3,71509.3,BaseHWPriSupSeg,BaseHWPriRetSeg,3.57411,UNDEFINED,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,1.25
