"",002
"Tue 10-Mar-20   8:42:07 pm"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Tue 10-Mar-20   8:42:07 pm",7,"t24-Std SolarSys",0.617
