"",002
"Tue 16-Feb-21   5:26:04 pm"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Tue 16-Feb-21   5:26:04 pm","CA_ARCATA-AP_725945S_STYP20.epw",1,0.700378,28.6,42.9,0.129849
"Tue 16-Feb-21   5:26:07 pm","CA_ARCATA-AP_725945S_STYP20.epw",1,1.05057,42.9,64.4,0.188023
