"",002
"Tue 16-Feb-21   6:52:28 pm"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Tue 16-Feb-21   6:52:28 pm","CA_SAN-DIEGO-LINDBERGH-FLD_722900S_STYP20.epw",7,1.86731,76.3,114.4,0.133133
"Tue 16-Feb-21   6:52:30 pm","CA_SAN-DIEGO-LINDBERGH-FLD_722900S_STYP20.epw",7,2.80096,114.4,171.7,0.194931
