"",002
"Thu 28-Jan-21   2:50:11 pm"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Thu 28-Jan-21   2:50:11 pm",3,"t24-Std SolarSys",0.200
