"",002
"Thu 28-Jan-21   9:44:53 pm"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Thu 28-Jan-21   9:44:53 pm","CA_BLUE-CANYON-AP_725845S_STYP20.epw",16,4.08966,167.1,250.7,0.231389
"Thu 28-Jan-21   9:44:56 pm","CA_BLUE-CANYON-AP_725845S_STYP20.epw",16,6.13449,250.7,376.0,0.33348
