"",002
"Tue 16-Feb-21   3:37:28 pm"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Tue 16-Feb-21   3:37:28 pm",2,"t24-Std SolarSys",0.200
