,,,,,,,,Analysis:,,,,Proposed Model:,,,Proposed Model,,,,,,,,,,,,,,,Proposed Model,,,,,,,,,,,,,Proposed Model,,,,,,,,,,,,,Proposed Model,,,,,,,,,,,,,,,Proposed Model,,,Proposed Model,,,,,,Standard Model:,,,Standard Model,,,,,,,,,,,,,,,Standard Model,,,,,,,,,,,,,Standard Model,,,,,,,,,,,,,Standard Model,,,,,,,,,,,,,,,Standard Model,,,Standard Model,,,,,,Proposed Model,,,,,,,,,,,,,,,Standard Model,,,,,,,,,,,,,,,Calling,Compliance,,,,Secondary,,,Proposed Model,,,,,,,,,,,,,,,Proposed Model,,,,,,,,,,,,,Standard Model,,,,,,,,,,,,,,,Standard Model,,,,,,,,,,,,,Proposed Model,,,,,,,,,,,,,,,Standard Model,,,,,,,,,,,,,,
,,,,,,Conditioned Floor,Total Floor,,,Pass /,Compliance,Elapsed,,,Electric Energy Consumption (kWh),,,,,,,,,,,,,,,Natural Gas Energy Consumption (therms),,,,,,,,,,,,,Propane Energy Consumption (MBtu),,,,,,,,,,,,,Time Dependent Valuation (kTDV/ft2),,,,,,,,,,,,,,,TDV by Fuel (kTDV/ft2),,,Cooling Unmet Load Hours,,,Heating Unmet Load Hours,,,Elapsed,,,Electric Energy Consumption (kWh),,,,,,,,,,,,,,,Natural Gas Energy Consumption (therms),,,,,,,,,,,,,Propane Energy Consumption (MBtu),,,,,,,,,,,,,Time Dependent Valuation (kTDV/ft2),,,,,,,,,,,,,,,TDV by Fuel (kTDV/ft2),,,Cooling Unmet Load Hours,,,Heating Unmet Load Hours,,,Generation Coincident Peak Demand (kW),,,,,,,,,,,,,,,Generation Coincident Peak Demand (kW),,,,,,,,,,,,,,,Application,Manager,Ruleset,OpenStudio,EnergyPlus,Simulation,,,Site Electric CO2 Emissions (tonne),,,,,,,,,,,,,,,Site Fuel CO2 Emissions (tonne),,,,,,,,,,,,,Site Electric CO2 Emissions (tonne),,,,,,,,,,,,,,,Site Fuel CO2 Emissions (tonne),,,,,,,,,,,,,Source Energy Use (kBtu/ft2),,,,,,,,,,,,,,,Source Energy Use (kBtu/ft2),,,,,,,,,,,,,,
Directory,Start Date & Time,Filename (saved to),Run Title,Weather Station,Results Set,Area (SqFt),Area (SqFt),Analysis Type,Elapsed Time,Fail,Margin,Time,Rule Eval Status,Simulation Status,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Electric,Natural Gas,Propane,Zone Max,Zone Name,Num Zones Exceed Max,Zone Max,Zone Name,Num Zones Exceed Max,Time,Rule Eval Status,Simulation Status,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Electric,Natural Gas,Propane,Zone Max,Zone Name,Num Zones Exceed Max,Zone Max,Zone Name,Num Zones Exceed Max,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Version,Version,Version,Version,Version,Version,Weather File Path,Project Path,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL
hr-baseline/cz01,3/25/2020 19:54,instance,High-Rise Mixed-Use (10-story),CTZ01S22A,Pol  0% RetAdd NoLeak,125400,150480,Title24Compliance,5:33,FAIL,-0.56,--,--,Successful (207 warnings),12.5981,13639.2,56504.6,10.3945,1057.81,1088.9,52178.9,124492,231906,0,181711,6890.07,0,0,544999,7407.68,0,0,0,0,11492,0,18899.7,754.553,0,0,0,19654.3,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0648,2.84462,12.5391,0.00236688,0.203666,22.1714,10.8314,63.6574,56.0879,0,44.787,1.53117,0,0,166.063,127.636,38.4272,0,0,,0,22,Thermal Zone: F10 2-Bed NE,0,--,--,Successful (199 warnings),35.6652,5485.4,57047.9,276.747,12715.8,8403.76,52178.9,136144,231906,0,181711,6890.07,0,0,556651,6358.34,0,0,0,0,11119.8,0,17478.1,754.553,0,0,0,18232.7,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9726,1.10352,12.5628,0.0611692,2.52741,23.031,10.8314,63.0899,56.0879,0,44.787,1.53117,0,0,165.496,129.876,35.6203,0,0,,0,0,,0,0.000540594,6.42217,7.50295,0.0017663,0.407589,0.124303,8.95312,23.4124,40.0913,0,31.5421,0.786538,0,0,95.8323,0.00068916,2.6047,8.70927,0.0974893,3.52636,1.36153,8.95312,25.2531,40.0913,0,31.5421,0.786538,0,0,97.6731,CBECC-Com 2022.0.1 RV (1113),BEMCmpMgr 2022.0.1 RV (6107),"CA 2022 Nonresidential, Vers. 1.0 Alpha",1.11.3.f52686d8e1,9.0.1-bb7ca4f0da,CSE19 0.865.0+dhwloop.68861ec.94 EXE,C:\Users\ssumawan\Documents\CBECC-Com 2022 Data\EPW\,C:\Users\ssumawan\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\all-electric\runs\hr-baseline\cz01\,0.00192663,1.60103,8.94636,0.00130196,0.0992413,0.178109,5.75677,16.59,35.8106,0,31.324,1.127,0,0,84.85,3.55188,0,0,0,0,5.51028,0,9.06,0.361798,0,0,0,9.42,0.00647795,0.589399,8.71391,0.0321342,1.4779,1.08682,5.75677,17.67,35.8106,0,31.324,1.127,0,0,85.93,3.04874,0,0,0,0,5.33179,0,8.38,0.361798,0,0,0,8.74,5.50187,0.240507,1.34392,0.000195581,0.0149081,8.56173,0.864784,16.5279,5.93987,0,4.70549,0.169298,0,0,27.3426,4.72322,0.0885397,1.309,0.00482722,0.222011,8.42178,0.864784,15.6342,5.93987,0,4.70549,0.169298,0,0,26.4488
hr-baseline/cz02,3/25/2020 20:06,instance,High-Rise Mixed-Use (10-story),CTZ02S22A,Pol  0% RetAdd NoLeak,125400,150480,Title24Compliance,13:53,FAIL,-1.04,--,--,Successful (201 warnings),8.26526,67651,63749.8,131.58,3819.62,1088.9,52170.2,188619,231906,0,181711,6890.07,0,0,609126,5033.79,0,0,0,0,10502.8,0,15536.6,754.553,0,0,0,16291.2,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5201,22.4236,14.9602,0.0963827,0.893551,20.3461,11.2123,80.4522,53.9775,0,42.0326,1.51822,0,0,177.981,145.92,32.0607,0,0,,0,11.75,Thermal Zone: F10 2-Bed NE,0,--,--,Successful (206 warnings),22.7142,36384.1,72870,5414.86,25194.7,8014.63,52170.2,200071,231906,0,181711,6890.07,0,0,620578,4063.94,0,0,0,0,10146.3,0,14210.2,754.553,0,0,0,14964.8,0,0,0,0,0,0,0,0,0,0,0,0,0,8.54504,13.007,17.648,2.03458,5.79375,21.1717,11.2123,79.4124,53.9775,0,42.0326,1.51822,0,0,176.941,147.538,29.4023,0,0,,0,0,,0,4.08E-05,25.1026,10.411,0.0286316,1.21776,0.124303,8.93351,45.8178,40.0913,0,31.5421,0.786538,0,0,118.238,2.53E-05,12.8656,14.5206,1.71313,5.98267,1.27313,8.93351,45.2886,40.0913,0,31.5421,0.786538,0,0,117.709,CBECC-Com 2022.0.1 RV (1113),BEMCmpMgr 2022.0.1 RV (6107),"CA 2022 Nonresidential, Vers. 1.0 Alpha",1.11.3.f52686d8e1,9.0.1-bb7ca4f0da,CSE19 0.865.0+dhwloop.68861ec.94 EXE,C:\Users\ssumawan\Documents\CBECC-Com 2022 Data\EPW\,C:\Users\ssumawan\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\all-electric\runs\hr-baseline\cz02\,0.00144323,7.46051,9.67344,0.0114697,0.34684,0.178109,5.74787,23.42,35.8106,0,31.324,1.127,0,0,91.68,2.41364,0,0,0,0,5.03597,0,7.45,0.361798,0,0,0,7.81,0.00460604,3.67174,10.371,0.535681,2.9884,1.03989,5.74787,24.36,35.8106,0,31.324,1.127,0,0,92.62,1.9486,0,0,0,0,4.865,0,6.81,0.361798,0,0,0,7.17,3.73875,1.12072,1.45315,0.00172298,0.0521024,7.82707,0.863448,15.057,5.93987,0,4.70549,0.169298,0,0,25.8716,3.01892,0.551569,1.55793,0.08047,0.448918,7.6917,0.863448,14.213,5.93987,0,4.70549,0.169298,0,0,25.0276
hr-baseline/cz03,3/25/2020 20:01,instance,High-Rise Mixed-Use (10-story),CTZ03S22A,Pol  0% RetAdd NoLeak,125400,150480,Title24Compliance,6:15,PASS,0.49,--,--,Successful (204 warnings),6.21733,49713.3,61167,66.2779,3813.11,1088.9,52113,167968,231906,0,181711,6890.07,0,0,588475,2825.3,0,0,0,0,10477,0,13302.3,754.553,0,0,0,14056.8,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93326,15.2282,14.1223,0.028883,0.89089,20.26,11.0421,67.5056,55.0082,0,43.3554,1.5264,0,0,167.396,140.009,27.3869,0,0,,0,10,Thermal Zone: F10 2-Bed NE,0,--,--,Successful (199 warnings),15.0694,23943.2,66178.9,2827.95,24774.7,7966.97,52113,177820,231906,0,181711,6890.07,0,0,598327,2725.17,0,0,0,0,10122.3,0,12847.5,754.553,0,0,0,13602,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68579,7.76704,15.671,1.12736,5.61952,21.0682,11.0421,67.981,55.0082,0,43.3554,1.5264,0,0,167.871,141.409,26.4615,0,0,,0,0,,0,7.58E-05,15.2229,8.96665,0.0126925,1.14702,0.124303,8.9425,34.4161,40.0913,0,31.5421,0.786538,0,0,106.836,7.53E-05,6.9458,11.5976,0.719407,5.25752,1.28422,8.9425,34.7471,40.0913,0,31.5421,0.786538,0,0,107.167,CBECC-Com 2022.0.1 RV (1113),BEMCmpMgr 2022.0.1 RV (6107),"CA 2022 Nonresidential, Vers. 1.0 Alpha",1.11.3.f52686d8e1,9.0.1-bb7ca4f0da,CSE19 0.865.0+dhwloop.68861ec.94 EXE,C:\Users\ssumawan\Documents\CBECC-Com 2022 Data\EPW\,C:\Users\ssumawan\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\all-electric\runs\hr-baseline\cz03\,0.00110091,5.34112,9.2899,0.00534143,0.355061,0.178109,5.74294,20.92,35.8106,0,31.324,1.127,0,0,89.18,1.35469,0,0,0,0,5.02358,0,6.37,0.361798,0,0,0,6.73,0.00311067,2.32762,9.46402,0.271597,3.00666,1.03407,5.74294,21.84,35.8106,0,31.324,1.127,0,0,90.1,1.30668,0,0,0,0,4.85352,0,6.16,0.361798,0,0,0,6.52,2.09848,0.802344,1.39553,0.000802385,0.0533374,7.80787,0.862706,13.0211,5.93987,0,4.70549,0.169298,0,0,23.8357,2.02442,0.349656,1.42169,0.0407991,0.451662,7.67305,0.862706,12.824,5.93987,0,4.70549,0.169298,0,0,23.6386
hr-baseline/cz04,3/25/2020 20:15,instance,High-Rise Mixed-Use (10-story),CTZ04S22A,Pol  0% RetAdd NoLeak,125400,150480,Title24Compliance,14:00,FAIL,-0.43,--,--,Successful (201 warnings),5.20421,88454.1,66530.1,176.675,4668.59,1088.9,52162.5,213086,231906,0,181711,6890.07,0,0,633593,2560.85,0,0,0,0,9888.82,0,12449.7,754.553,0,0,0,13204.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41352,26.927,15.6075,0.0859802,1.05595,19.1907,11.1919,79.4725,53.9902,0,42.0527,1.52887,0,0,177.044,151.247,25.7976,0,0,,0,6.5,Thermal Zone: F10 2-Bed NE,0,--,--,Successful (207 warnings),12.4532,47933.9,76602.1,7540.65,29326.6,7841.74,52162.5,221420,231906,0,181711,6890.07,0,0,641927,2241.95,0,0,0,0,9539.2,0,11781.1,754.553,0,0,0,12535.7,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72661,15.4843,18.4158,2.56416,6.66804,19.9998,11.1919,79.0506,53.9902,0,42.0527,1.52887,0,0,176.622,152.18,24.4422,0,0,,0,0,,0,2.23E-05,30.1871,11.1631,0.0555626,1.27192,0.124303,8.94753,51.7495,40.0913,0,31.5421,0.786538,0,0,124.169,1.60E-05,16.0138,14.8123,2.82529,5.73963,1.24628,8.94753,49.5849,40.0913,0,31.5421,0.786538,0,0,122.005,CBECC-Com 2022.0.1 RV (1113),BEMCmpMgr 2022.0.1 RV (6107),"CA 2022 Nonresidential, Vers. 1.0 Alpha",1.11.3.f52686d8e1,9.0.1-bb7ca4f0da,CSE19 0.865.0+dhwloop.68861ec.94 EXE,C:\Users\ssumawan\Documents\CBECC-Com 2022 Data\EPW\,C:\Users\ssumawan\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\all-electric\runs\hr-baseline\cz04\,0.000960315,10.0736,9.9243,0.0173377,0.462795,0.178109,5.74585,26.4,35.8106,0,31.324,1.127,0,0,94.66,1.22789,0,0,0,0,4.74155,0,5.97,0.361798,0,0,0,6.33,0.00261846,5.00655,10.5904,0.8471,3.75682,1.01881,5.74585,26.98,35.8106,0,31.324,1.127,0,0,95.24,1.07498,0,0,0,0,4.57392,0,5.64,0.361798,0,0,0,6,1.90205,1.51326,1.49083,0.00260447,0.0695212,7.37104,0.863144,13.2124,5.93987,0,4.70549,0.169298,0,0,24.0271,1.66546,0.752085,1.59089,0.127251,0.56435,7.23768,0.863144,12.8009,5.93987,0,4.70549,0.169298,0,0,23.6155
hr-baseline/cz05,3/25/2020 20:15,instance,High-Rise Mixed-Use (10-story),CTZ05S22A,Pol  0% RetAdd NoLeak,125400,150480,Title24Compliance,8:05,PASS,0.12,--,--,Successful (201 warnings),6.02984,55008.2,61854.5,80.6877,4107,1088.9,52136.2,174282,231906,0,181711,6890.07,0,0,594788,3079.55,0,0,0,0,10483.5,0,13563.1,754.553,0,0,0,14317.6,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37211,12.9966,13.8645,0.0187826,0.872122,20.2664,10.8524,65.2428,55.728,0,44.3513,1.53497,0,0,166.857,139.026,27.8306,0,0,,0,11.5,Thermal Zone: F10 2-Bed NE,0,--,--,Successful (205 warnings),14.5084,27269.6,68630.9,2847.63,25900.2,8044.39,52136.2,184843,231906,0,181711,6890.07,0,0,605350,2602.4,0,0,0,0,10125.7,0,12728.1,754.553,0,0,0,13482.7,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36335,6.1818,15.4469,0.709063,5.72723,21.0839,10.8524,65.3647,55.728,0,44.3513,1.53497,0,0,166.979,140.841,26.1383,0,0,,0,0,,0,8.25E-05,14.3974,8.90619,0.00921417,1.07213,0.124303,8.98072,33.49,40.0913,0,31.5421,0.786538,0,0,105.91,7.79E-05,6.11784,11.9628,0.596753,5.32661,1.30103,8.98072,34.2859,40.0913,0,31.5421,0.786538,0,0,106.706,CBECC-Com 2022.0.1 RV (1113),BEMCmpMgr 2022.0.1 RV (6107),"CA 2022 Nonresidential, Vers. 1.0 Alpha",1.11.3.f52686d8e1,9.0.1-bb7ca4f0da,CSE19 0.865.0+dhwloop.68861ec.94 EXE,C:\Users\ssumawan\Documents\CBECC-Com 2022 Data\EPW\,C:\Users\ssumawan\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\all-electric\runs\hr-baseline\cz05\,0.00112439,5.50067,9.29153,0.00512142,0.339953,0.178109,5.73429,21.05,35.8106,0,31.324,1.127,0,0,89.31,1.4766,0,0,0,0,5.0267,0,6.51,0.361798,0,0,0,6.87,0.00311213,2.33987,9.6691,0.219246,3.17358,1.04352,5.73429,22.17,35.8106,0,31.324,1.127,0,0,90.43,1.24782,0,0,0,0,4.85515,0,6.11,0.361798,0,0,0,6.47,2.28731,0.826313,1.39578,0.000769332,0.0510678,7.81271,0.861408,13.2354,5.93987,0,4.70549,0.169298,0,0,24.05,1.93324,0.351497,1.45249,0.032935,0.476735,7.677,0.861408,12.7853,5.93987,0,4.70549,0.169298,0,0,23.6
hr-baseline/cz06,3/25/2020 20:24,instance,High-Rise Mixed-Use (10-story),CTZ06S22A,Pol  0% RetAdd NoLeak,125400,150480,Title24Compliance,9:23,PASS,1.09,--,--,Successful (200 warnings),2.8148,104352,69111.5,251.808,5681.26,1088.9,52158.2,232646,231906,0,181711,6890.07,0,0,653153,1012.48,0,0,0,0,9523.01,0,10535.5,754.553,0,0,0,11290,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1493,26.0302,15.6301,0.0789798,1.2439,18.5638,11.1988,74.895,54.362,0,42.4299,1.52614,0,0,173.213,151.297,21.9157,0,0,,0,1.5,Thermal Zone: F10 2-Bed NE,0,--,--,Successful (198 warnings),5.27463,55417.1,80091.8,12524.5,34700,7583.54,52158.2,242480,231906,0,181711,6890.07,0,0,662987,977.754,0,0,0,0,9183.79,0,10161.5,754.553,0,0,0,10916.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06058,14.2117,18.1779,3.31671,7.68999,19.3242,11.1988,75.9799,54.362,0,42.4299,1.52614,0,0,174.298,153.122,21.1762,0,0,,0,0,,0,3.62E-05,27.8323,10.6907,0.0919018,1.33397,0.124303,9.01811,49.0914,40.0913,0,31.5421,0.786538,0,0,121.511,2.73E-05,14.1994,13.148,4.8291,5.78313,1.2059,9.01811,48.1837,40.0913,0,31.5421,0.786538,0,0,120.604,CBECC-Com 2022.0.1 RV (1113),BEMCmpMgr 2022.0.1 RV (6107),"CA 2022 Nonresidential, Vers. 1.0 Alpha",1.11.3.f52686d8e1,9.0.1-bb7ca4f0da,CSE19 0.865.0+dhwloop.68861ec.94 EXE,C:\Users\ssumawan\Documents\CBECC-Com 2022 Data\EPW\,C:\Users\ssumawan\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\all-electric\runs\hr-baseline\cz06\,0.000554417,11.0641,10.0995,0.0211914,0.578709,0.179198,5.73113,27.67,35.9296,0,31.4601,1.13389,0,0,96.19,0.485468,0,0,0,0,4.56616,0,5.06,0.361798,0,0,0,5.42,0.00114022,5.20684,10.7386,1.32392,4.70622,0.988134,5.73113,28.7,35.9296,0,31.4601,1.13389,0,0,97.22,0.46882,0,0,0,0,4.4035,0,4.87,0.361798,0,0,0,5.23,0.74146,1.66205,1.51715,0.00318341,0.0869338,7.00007,0.860932,11.8718,5.94987,0,4.72593,0.170333,0,0,22.7179,0.716124,0.782177,1.61316,0.19888,0.70697,6.8732,0.860932,11.7514,5.94987,0,4.72593,0.170333,0,0,22.5976
hr-baseline/cz07,3/25/2020 20:22,instance,High-Rise Mixed-Use (10-story),CTZ07S22A,Pol  0% RetAdd NoLeak,125400,150480,Title24Compliance,6:35,PASS,0.67,--,--,Successful (200 warnings),2.34978,95670.4,68152.2,109.223,5694,1088.9,52053.7,222771,231906,0,181711,6890.07,0,0,643278,729.898,0,0,0,0,9487.41,0,10217.3,754.553,0,0,0,10971.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55557,23.249,15.3105,0.0339409,1.2524,18.5464,10.974,70.9218,54.9642,0,43.3605,1.52625,0,0,170.773,149.464,21.309,0,0,,0,3.25,Thermal Zone: F10 2-Bed NE,0,--,--,Successful (200 warnings),4.32652,47488.9,78823.8,10053.2,35145.3,7483.49,52053.7,231053,231906,0,181711,6890.07,0,0,651560,805.52,0,0,0,0,9152.21,0,9957.73,754.553,0,0,0,10712.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70767,11.446,17.5452,2.8347,7.80491,19.2801,10.974,71.5926,54.9642,0,43.3605,1.52625,0,0,171.444,150.627,20.8167,0,0,,0,0,,0,3.40E-05,25.3929,10.4873,0.0526593,1.29116,0.124303,9.02937,46.3777,40.0913,0,31.5421,0.786538,0,0,118.798,2.70E-05,12.0618,12.9145,4.02931,5.62373,1.20191,9.02937,44.8607,40.0913,0,31.5421,0.786538,0,0,117.281,CBECC-Com 2022.0.1 RV (1113),BEMCmpMgr 2022.0.1 RV (6107),"CA 2022 Nonresidential, Vers. 1.0 Alpha",1.11.3.f52686d8e1,9.0.1-bb7ca4f0da,CSE19 0.865.0+dhwloop.68861ec.94 EXE,C:\Users\ssumawan\Documents\CBECC-Com 2022 Data\EPW\,C:\Users\ssumawan\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\all-electric\runs\hr-baseline\cz07\,0.000438711,11.0534,10.1006,0.0115204,0.606263,0.178668,5.72122,27.67,35.8373,0,31.3747,1.13054,0,0,96.01,0.349976,0,0,0,0,4.54908,0,4.9,0.361798,0,0,0,5.26,0.000902247,4.89273,10.7178,1.24668,4.90524,0.973329,5.72122,28.46,35.8373,0,31.3747,1.13054,0,0,96.8,0.386236,0,0,0,0,4.38836,0,4.78,0.361798,0,0,0,5.14,0.534528,1.66045,1.51731,0.00173058,0.0910731,6.97392,0.859444,11.6385,5.93601,0,4.71311,0.169829,0,0,22.4574,0.589971,0.734987,1.61003,0.187276,0.736867,6.84785,0.859444,11.5664,5.93601,0,4.71311,0.169829,0,0,22.3854
hr-baseline/cz08,3/25/2020 20:30,instance,High-Rise Mixed-Use (10-story),CTZ08S22A,Pol  0% RetAdd NoLeak,125400,150480,Title24Compliance,8:40,PASS,1.08,--,--,Successful (200 warnings),2.53021,123518,71585.8,190.266,5809.62,1088.9,52220.1,254415,231906,0,181711,6890.07,0,0,674922,1006.34,0,0,0,0,9210.24,0,10216.6,754.553,0,0,0,10971.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16004,32.618,16.5293,0.0694788,1.27725,17.9856,11.4353,82.075,53.638,0,41.3619,1.53244,0,0,178.607,157.26,21.3473,0,0,,0,0.5,Thermal Zone: F10 2-Bed NE,0,--,--,Successful (198 warnings),5.06252,66606.1,85139.3,14680.9,38641.9,7430.4,52220.1,264724,231906,0,181711,6890.07,0,0,685230,936.49,0,0,0,0,8877.17,0,9813.66,754.553,0,0,0,10568.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99984,18.329,19.936,4.06529,8.63635,18.7461,11.4353,83.1479,53.638,0,41.3619,1.53244,0,0,179.68,159.132,20.548,0,0,,0,0,,0,1.60E-05,33.676,11.4742,0.0675389,1.28489,0.124303,9.01757,55.6446,40.0913,0,31.5421,0.786538,0,0,128.064,1.04E-05,17.7572,14.7929,5.36153,6.2951,1.18708,9.01757,54.4114,40.0913,0,31.5421,0.786538,0,0,126.831,CBECC-Com 2022.0.1 RV (1113),BEMCmpMgr 2022.0.1 RV (6107),"CA 2022 Nonresidential, Vers. 1.0 Alpha",1.11.3.f52686d8e1,9.0.1-bb7ca4f0da,CSE19 0.865.0+dhwloop.68861ec.94 EXE,C:\Users\ssumawan\Documents\CBECC-Com 2022 Data\EPW\,C:\Users\ssumawan\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\all-electric\runs\hr-baseline\cz08\,0.000512401,13.6514,10.4544,0.0171088,0.609212,0.179198,5.73797,30.65,35.9296,0,31.4601,1.13389,0,0,99.17,0.482524,0,0,0,0,4.41619,0,4.9,0.361798,0,0,0,5.26,0.00112726,6.59199,11.4165,1.63199,5.30031,0.969755,5.73797,31.65,35.9296,0,31.4601,1.13389,0,0,100.17,0.449034,0,0,0,0,4.25648,0,4.71,0.361798,0,0,0,5.07,0.736958,2.05072,1.57046,0.00257011,0.091516,6.77105,0.86196,12.0852,5.94987,0,4.72593,0.170333,0,0,22.9314,0.685907,0.990257,1.71499,0.24516,0.796214,6.64592,0.86196,11.9404,5.94987,0,4.72593,0.170333,0,0,22.7865
