,,,,Number of,Conditioned,,,,,,,,,Proposed Model Site Electric Use,,,,,,,,,,,,,,Proposed Model Site Fuel Use,,,,,,Proposed Model TDV,,,,,,,,,,,,,,Proposed Model Source Energy (EDR1),,,,,,,,,,,,Proposed Model Electric Demand,,,,,,,,,,,,,,Standard Model Site Electric Use,,,,,,,,,,,Standard Model Site Fuel Use,,,,,Standard Model TDV,,,,,,,,,,,Standard Model Source Energy (EDR1),,,,,,,,,,Standard Model Electric Demand,,,,,,,,,,,Software Versions,,,,Savings Results,,,,Calculated SSFs,,Proposed Design Rating Model Site Electric Use,,,,,,,,,,,,,Proposed  Design Rating Model Site Fuel Use,,,,,Proposed  Design Rating Model TDV,,,,,,,,,,,,,Proposed  Design Rating Model Source Energy (EDR1),,,,,,,,,,,,Proposed Design Rating Model Electric Demand,,,,,,,,,,,,,Reference Design Rating Model Site Electric Use,,,,,,,,,Reference Design Rating Model Site Fuel Use,,,,Reference Design Rating Model TDV (fuel multiplier adjusted),,,,,,,,,Reference Design Rating Model TDV (before fuel multiplier adjustment),,,,,,,,,Reference Design Rating Model Source Energy (EDR1) (fuel multiplier adjusted),,,,,,,,,Reference Design Rating Model Source Energy (EDR1) (before fuel multiplier adjustment),,,,,,,,,Reference Design Rating Model Electric Demand,,,,,,,,,Energy Design Ratings,,,,,,EDR1 (source energy),,Compliance Total TDV Results By Fuel (kTDV/ft2-yr),,,,,,,,Source Energy (EDR1) Results By Fuel (kBtu/ft2-yr),,,,,,,,Proposed PV Scaling,,,Target EDR,,Standard Design PV,,Proposed Design CO2 Emissions,,,Standard Design CO2 Emissions,,,Self Utilization Credit,,Proposed Model Site Electric CO2 Emissions,,,,,,,,,,,,,Proposed Model Site Fuel CO2 Emissions,,,,,Standard Model Site Electric CO2 Emissions,,,,,,,,,,Standard Model Site Fuel CO2 Emissions,,,,Reference Design Rating Model Site Electric CO2 Emissions,,,,,,,,,Reference Design Rating Model Site Fuel CO2 Emissions,,,,CAHP / CMFNH Results,,,,,,,,,,,,,,,
,Project,,Climate,Dwelling,Area,,Pass /,TDV Margin,EDR Efficiency,EDR Total,EDR,EDR1 (source energy),,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Comp Total,Spc Heat,Wtr Heat,Flexibility,Appl & Cook,TOTAL,Comp Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Comp Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Comp Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Comp Total,Spc Heat,Wtr Heat,Appl & Cook,TOTAL,Comp Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Comp Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Comp Total,Compliance,,End User,Fuel,Total Demand,Compliance Demand,Total TDV,Compliance TDV,Proposed,Standard,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Flexibility,Appl & Cook,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Appl & Cook,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Proposed,Proposed,Proposed,Standard,Standard,Standard,Proposed,Standard,Proposed Model,,Standard Model,,Proposed Design Rating Model,,Reference Design Rating Model,,Proposed Model,,Standard Model,,Proposed Design Rating Model,,Reference Design Rating Model,,Max PV,PV Scale,Scaled PV,,Target,Prop Mixed Fuel,Std Design,Self Consumed Solar,Grid Exported Solar,CO2 Generated,Self Consumed Solar,Grid Exported Solar,CO2 Generated,TDV Cap,Battery,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Flexibility,Appl & Cook,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Appl & Cook,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Appl & Cook,TOTAL,EDR Bonus Points,CAHP Delta EDR,Cash Bonus Total,2019 Zone Ready Kicker,2019 Zone Kicker,High Performance Fenestration Kicker,High Performance Attic Kicker,High Performance Wall Kicker,Whole House Fans Kicker,Balanced IAQ Kicker,DOE Zero Energy Kicker,Drain Water Heat Recovery Kicker,Design Charrette Kicker,ENERGYStar Laundry Recycling Kicker,CAHP Base Incentive,CAHP Total Incentive
Run Date/Time,Path/File,Run Title,Zone,Units,(ft2),Analysis Type,Fail,(kTDV/ft2-yr),Margin,Margin,Total,Margin,Total,(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(Therms),(Therms),(Therms),(Therms),(Therms),(Therms),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(Therms),(Therms),(Therms),(Therms),(Therms),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),Ruleset,CSE,Application,Type,(kW),(kW),(%),(%),(frac),(frac),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(Therms),(Therms),(kWh),(Therms),(Therms),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(Therms),(Therms),(Therms),(Therms),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kTDV/ft2-yr),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),Efficiency,PV+Batt+Flex Only,Total,Efficiency,PV+Batt+Flex Only,Total,Total,Total,Electric,Gas,Electric,Gas,Electric,Gas,Electric,Gas,Electric,Gas,Electric,Gas,Electric,Gas,Electric,Gas,Ratio,Factor,Total kW,EDR,Status,Total kWh,PV kW,(metric ton/yr),(metric ton/yr),(metric ton/yr),(metric ton/yr),(metric ton/yr),(metric ton/yr),(kTDV/ft2-yr),Ratio,(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(int),(int),($),($),($),($),($),($),($),($),($),($),($),($),($),($)
10/15/2020 20:21,C:\Users\agoyal\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpte-lr\runs\lrlc-baseline-all\cz07\instance.ribd22,TDSv30 V06R12 V06 R12 UGLASS15 NGAS PVSTD,7,36,39372,Proposed and Standard,FAIL,-3.84,-2.2,-2.1,45.9,-4.8,71.9,3076.74,9607.68,16204.2,195.999,0,-136169,0,0,19323.8,25968.1,61864.8,1710.29,1783.05,29084.6,13.0482,4403.14,0,1344.31,5760.5,4416.19,2.4,11.24,11.05,36.95,0,-65.34,0,0,13.71,28.94,43.57,1.31,83.83,61.64,0.33,0.76,1.04,9.67,-2.49,0,0,1.17,4.52,4.09,0.14,19.23,4.44E-13,9.56838,1.85033,0.0223809,0,-1.73376,0,0,3.87874,3.46219,9.24256,0.29149,26.5823,11.4411,3336.8,10682.5,16204.2,326.35,-136169,19323.8,25936.8,61864.8,1710.29,3216.98,30549.8,17.4321,3757.12,1344.31,5118.87,3774.56,2.65,12.45,11.05,31.65,-65.38,13.71,28.92,43.57,1.31,79.93,57.8,0.37,0.83,1.04,8.26,-2.49,1.17,4.52,4.09,0.14,17.93,0,10.6075,1.85033,0.0272358,-1.73376,3.87874,3.46414,9.24256,0.29149,27.6283,12.4851,BEMCmpMgr 2022.0.2-Pol-0%RA-NoCH4lk (1715),CSE19 0.868.1 EXE,CBECC-Res 2022.0.2 RV,Natural Gas,1.04597,1.04403,-4.9,-6.6,,0.2,3076.74,9607.68,16204.2,195.999,0,-136169,0,0,19323.8,25968.1,61864.8,1710.29,1783.05,13.0482,4403.14,0,1344.31,5760.5,2.4,11.24,11.05,36.95,0,-65.34,0,0,13.71,28.94,43.57,1.31,83.83,0.33,0.76,1.04,9.67,-2.49,0,0,1.17,4.52,4.09,0.14,19.23,4.44E-13,9.56838,1.85033,0.0223809,0,-1.73376,0,0,3.87874,3.46219,9.24256,0.29149,26.5823,4899.67,18250,16204.2,195.999,37406.2,29938.7,54830.9,2161.1,163887,136.412,5824.89,1331.9,7293.2,4.92,17.6,11.05,48.84,27.76,31.71,38.69,1.88,182.45,4.92,17.6,11.05,48.84,27.76,31.71,38.69,1.88,182.45,0.78,0.92,1.04,12.78,2.51,4.87,3.62,0.21,26.73,0.78,0.92,1.04,12.78,2.51,4.87,3.62,0.21,26.73,0,12.0123,1.85033,0.0223809,9.4095,3.71245,8.81022,0.457134,36.2743,81.8,35.9,45.9,79.6,35.8,43.8,71.9,67.1,24.7,36.94,26.2,31.6,24.7,36.94,32.47,49.94,2.11,9.69,2.22,8.28,2.11,9.69,2.45,13.07,1,83.504,83.504,,,136208,83.504,2.96,2.25,39.77,2.97,2.23,37.07,,,625.386,1583.6,2175.57,26.3149,0,-5206.45,0,0,2445.38,3286.8,8560.83,297.015,13794.5,58.8341,19853.8,0,6061.49,25974.1,683.713,1725,2175.57,33.4136,-5206.45,2445.38,3279.37,8560.83,297.015,13993.8,78.6015,16940.9,6061.49,23081,1012,1923.1,2175.57,26.3149,5246.34,4073.92,7565.09,432.065,22454.4,615.081,26264.4,6005.55,32885,,,,,,,,,,,,,,,,
10/15/2020 20:32,C:\Users\agoyal\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpte-lr\runs\lrlc-baseline-all\cz07\instance.ribd22,TDSv30 V06R12 V06 R12 UGLASS15 NGAS PVSTD,7,36,39372,Proposed and Standard,FAIL,-3.63,-2,-2,45.8,-4.8,71.9,3133.43,9268.21,16204.2,195.999,0,-136169,0,0,19323.8,25922.7,61864.8,1710.29,1454.89,28801.8,19.0873,4403.14,0,1344.31,5766.53,4422.23,2.49,10.94,11.05,36.95,0,-65.33,0,0,13.71,28.91,43.57,1.31,83.6,61.43,0.34,0.73,1.04,9.67,-2.49,0,0,1.17,4.52,4.09,0.14,19.21,5.52E-13,9.35472,1.85033,0.0223809,0,-1.73376,0,0,3.87874,3.4611,9.24256,0.29149,26.3676,11.2274,3336.8,10682.5,16204.2,326.35,-136169,19323.8,25936.8,61864.8,1710.29,3216.98,30549.8,17.4321,3757.12,1344.31,5118.87,3774.56,2.65,12.45,11.05,31.65,-65.38,13.71,28.92,43.57,1.31,79.93,57.8,0.37,0.83,1.04,8.26,-2.49,1.17,4.52,4.09,0.14,17.93,0,10.6075,1.85033,0.0272358,-1.73376,3.87874,3.46414,9.24256,0.29149,27.6283,12.4851,BEMCmpMgr 2022.0.2-Pol-0%RA-NoCH4lk (1715),CSE19 0.868.1 EXE,CBECC-Res 2022.0.2 RV,Natural Gas,1.26072,1.25768,-4.6,-6.3,,0.2,3133.43,9268.21,16204.2,195.999,0,-136169,0,0,19323.8,25922.7,61864.8,1710.29,1454.89,19.0873,4403.14,0,1344.31,5766.53,2.49,10.94,11.05,36.95,0,-65.33,0,0,13.71,28.91,43.57,1.31,83.6,0.34,0.73,1.04,9.67,-2.49,0,0,1.17,4.52,4.09,0.14,19.21,5.52E-13,9.35472,1.85033,0.0223809,0,-1.73376,0,0,3.87874,3.4611,9.24256,0.29149,26.3676,4899.67,18250,16204.2,195.999,37406.2,29938.7,54830.9,2161.1,163887,136.412,5824.89,1331.9,7293.2,4.92,17.6,11.05,48.84,27.76,31.71,38.69,1.88,182.45,4.92,17.6,11.05,48.84,27.76,31.71,38.69,1.88,182.45,0.78,0.92,1.04,12.78,2.51,4.87,3.62,0.21,26.73,0.78,0.92,1.04,12.78,2.51,4.87,3.62,0.21,26.73,0,12.0123,1.85033,0.0223809,9.4095,3.71245,8.81022,0.457134,36.2743,81.6,35.8,45.8,79.6,35.8,43.8,71.9,67.1,24.44,36.99,26.2,31.6,24.44,36.99,32.47,49.94,2.08,9.7,2.22,8.28,2.08,9.7,2.45,13.07,1,83.504,83.504,,,136208,83.504,2.96,2.25,39.74,2.97,2.23,37.07,,,636.484,1522.24,2175.57,26.3149,0,-5206.45,0,0,2445.38,3280.12,8560.83,297.015,13737.5,86.0645,19853.8,0,6061.49,26001.3,683.713,1725,2175.57,33.4136,-5206.45,2445.38,3279.37,8560.83,297.015,13993.8,78.6015,16940.9,6061.49,23081,1012,1923.1,2175.57,26.3149,5246.34,4073.92,7565.09,432.065,22454.4,615.081,26264.4,6005.55,32885,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,282.8,,,,,-6.03,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kWh savings,therm savings,TDV savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.8,-6.03,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2020-10-21 11:45:33","C:\Users\agoyal\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpte-lr\runs\lrlc-baseline-all\cz07\instance.ribd22","TDSv30 V06R12 V06 R12 UGLASS15 NGAS PVSTD",7,36,39372,"Proposed and Standard","FAIL",-3.84,-2.2,-2.1,45.9,-4.8,71.9,3076.74,9607.68,16204.2,195.999,0,-136169,0,0,19323.8,25968.1,61864.8,1710.29,1783.05,29084.6,13.0482,4403.14,0,1344.31,5760.5,4416.19,2.4,11.24,11.05,36.95,0,-65.34,0,0,13.71,28.94,43.57,1.31,83.83,61.64,0.33,0.76,1.04,9.67,-2.49,0,0,1.17,4.52,4.09,0.14,19.23,4.43674e-13,9.56838,1.85033,0.0223809,0,-1.73376,0,0,3.87874,3.46219,9.24256,0.29149,26.5823,11.4411,3336.8,10682.5,16204.2,326.35,-136169,19323.8,25936.8,61864.8,1710.29,3216.98,30549.8,17.4321,3757.12,1344.31,5118.87,3774.56,2.65,12.45,11.05,31.65,-65.38,13.71,28.92,43.57,1.31,79.93,57.8,0.37,0.83,1.04,8.26,-2.49,1.17,4.52,4.09,0.14,17.93,0,10.6075,1.85033,0.0272358,-1.73376,3.87874,3.46414,9.24256,0.29149,27.6283,12.4851,"BEMCmpMgr 2022.0.2-Pol-0%RA-NoCH4lk (1715)","CSE19 0.868.1 EXE","CBECC-Res 2022.0.2 RV","Natural Gas",1.04597,1.04403,-4.9,-6.6,,0.2,3076.74,9607.68,16204.2,195.999,0,-136169,0,0,19323.8,25968.1,61864.8,1710.29,1783.05,13.0482,4403.14,0,1344.31,5760.5,2.4,11.24,11.05,36.95,0,-65.34,0,0,13.71,28.94,43.57,1.31,83.83,0.33,0.76,1.04,9.67,-2.49,0,0,1.17,4.52,4.09,0.14,19.23,4.43674e-13,9.56838,1.85033,0.0223809,0,-1.73376,0,0,3.87874,3.46219,9.24256,0.29149,26.5823,4899.67,18250,16204.2,195.999,37406.2,29938.7,54830.9,2161.1,163887,136.412,5824.89,1331.9,7293.2,4.92,17.6,11.05,48.84,27.76,31.71,38.69,1.88,182.45,4.92,17.6,11.05,48.84,27.76,31.71,38.69,1.88,182.45,0.78,0.92,1.04,12.78,2.51,4.87,3.62,0.21,26.73,0.78,0.92,1.04,12.78,2.51,4.87,3.62,0.21,26.73,0,12.0123,1.85033,0.0223809,9.4095,3.71245,8.81022,0.457134,36.2743,81.8,35.9,45.9,79.6,35.8,43.8,71.9,67.1,24.7,36.94,26.2,31.6,24.7,36.94,32.47,49.94,2.11,9.69,2.22,8.28,2.11,9.69,2.45,13.07,1,83.504,83.504,,,136208,83.504,2.96,2.25,39.77,2.97,2.23,37.07,,,625.386,1583.6,2175.57,26.3149,0,-5206.45,0,0,2445.38,3286.8,8560.83,297.015,13794.5,58.8341,19853.8,0,6061.49,25974.1,683.713,1725,2175.57,33.4136,-5206.45,2445.38,3279.37,8560.83,297.015,13993.8,78.6015,16940.9,6061.49,23081,1012,1923.1,2175.57,26.3149,5246.34,4073.92,7565.09,432.065,22454.4,615.081,26264.4,6005.55,32885,,,,,,,,,,,,,,,,,
