"",002
"Sat 21-Mar-20   9:52:22 am"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Sat 21-Mar-20   9:52:22 am",11,"t24-Std SolarSys",0.349
