"",002
"Thu 28-Jan-21   6:44:42 pm"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Thu 28-Jan-21   6:44:42 pm","CA_RIVERSIDE-MUNI_722869S_STYP20.epw",10,0.675206,27.6,41.4,0.226747
"Thu 28-Jan-21   6:44:45 pm","CA_RIVERSIDE-MUNI_722869S_STYP20.epw",10,1.01281,41.4,62.1,0.328667
