"",002
"Thu 28-Jan-21   7:17:38 pm"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Thu 28-Jan-21   7:17:38 pm",2,"t24-Std SolarSys",0.200
