case,prototype,baseline,:prototype,:software,:autosizing,:hvac_type,:is_central_dhw,:fan_efficacy,:supply_temp_control
mumr-win-propcomb,mixed-use-mid-rise-win,t24-2019-envbase3,mixed-use-mid-rise-win,cbecc-com,Yes,SZAC,1,0.7,FixedDualSetpoint
