"",002
"Tue 16-Feb-21   6:38:06 pm"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Tue 16-Feb-21   6:38:06 pm","CA_SACRAMENTO-EXECUTIVE-AP_724830S_STYP20.epw",12,3.80814,155.6,233.4,0.243253
"Tue 16-Feb-21   6:38:10 pm","CA_SACRAMENTO-EXECUTIVE-AP_724830S_STYP20.epw",12,5.71221,233.4,350.1,0.351077
