case,prototype,baseline,:prototype,:software,:autosizing,:hvac_type,:is_central_dhw,:fan_efficacy,:supply_temp_control,:proposed_only
mumr-cr-base-master-op,mixed-use-mid-rise,t24-2019-mumr-cr-base-master-op,mixed-use-mid-rise,cbecc-com,Yes,SZAC,1,0.7,FixedDualSetpoint,Yes
