case,prototype,baseline,:prototype,:software,:autosizing,:hvac_type,:is_central_dhw,:fan_efficacy,:supply_temp_control,:proposed_only
hr-wall-cross,high-rise,t24-2019-hr-wall-cross,high-rise,cbecc-com,Yes,SZAC,1,0.7,FixedDualSetpoint,Yes
