"",002
"Tue 16-Feb-21   5:57:29 pm"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Tue 16-Feb-21   5:57:29 pm","CA_SAN-JOSE-REID-HILLV_724946S_STYP20.epw",4,2.00243,81.8,122.7,0.137086
"Tue 16-Feb-21   5:57:32 pm","CA_SAN-JOSE-REID-HILLV_724946S_STYP20.epw",4,3.00365,122.7,184.1,0.200337
