"",002
"Fri 29-Jan-21  11:15:42 am"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Fri 29-Jan-21  11:15:42 am",5,"t24-Std SolarSys",0.200
