"",002
"Tue 10-Mar-20   8:13:47 pm"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Tue 10-Mar-20   8:13:47 pm",12,"t24-Std SolarSys",1.000
