AirSystems
,,,,,Cooling,,,,Heating,,,Fan/Ventilation,,,Controls
Name,Type,Status,System Count,Floor Area Served,Net Capacity,Design Supply T,Capacity/Area,Supply Flow/Ton,Net Capacity,Design Supply T,Capacity/Area,Supply Flow,Supply Flow/Area,Design OA,OA/Area,Control Zone Name,Temp Control,FixedT,Supply HiT,At Outdoor,Supply LowT,At OutdoorT,ReheatCtrlMthd,Availability Schedule,Night Cycle Control
,,,(#),(ft2),(Btu/hr),(degF),(Btu/ft2),(cfm/ton),(Btu/hr),(degF),(Btu/ft2),(cfm),(cfm/ft2),(cfm),(cfm/ft2),,,(degF),(degF),(degF),(degF),( degF),,,
"CoreZnPSZ AirSys","SZAC","New",1,1610.9,31717.6,55,19.6894,425.495,29287.7,95,18.181,1124.64,0.698145,241.635,0.15,"Core_ZN Thermal Zone","NoSATControl",,-99996,,-99996,,"UNDEFINED","OfficeHVACAvail","CycleOnCallPrimaryZone"
"Perim1ZnPSZ AirSys","SZAC","New",1,1221.17,30708.6,55,25.1469,425.495,25861.1,95,21.1773,1088.86,0.891656,183.175,0.15,"Perimeter_ZN_1 Thermal Zone","NoSATControl",,-99996,,-99996,,"UNDEFINED","OfficeHVACAvail","CycleOnCallPrimaryZone"
"Perim2ZnPSZ AirSys","SZAC","New",1,724.411,18851.3,55,26.023,409.957,15312.5,95,21.1378,644.02,0.889026,108.662,0.15,"Perimeter_ZN_2 Thermal Zone","NoSATControl",,-99996,,-99996,,"UNDEFINED","OfficeHVACAvail","CycleOnCallPrimaryZone"
"Perim3ZnPSZ AirSys","SZAC","New",1,1221.17,31131.3,55,25.493,348.812,23051.2,95,18.8763,904.913,0.741021,183.175,0.15,"Perimeter_ZN_3 Thermal Zone","NoSATControl",,-99996,,-99996,,"UNDEFINED","OfficeHVACAvail","CycleOnCallPrimaryZone"
"Perim4ZnPSZ AirSys","SZAC","New",1,724.411,22919.1,55,31.6382,385.985,16730.8,95,23.0957,737.201,1.01766,108.662,0.15,"Perimeter_ZN_4 Thermal Zone","NoSATControl",,-99996,,-99996,,"UNDEFINED","OfficeHVACAvail","CycleOnCallPrimaryZone"



Terminal Units
,,,,Relationships,,,,,AirFlow,,VAV,,Fan Powered Terminal
Name,Type,Status,Qty,System,System Qty,Zone,Floor Area,HVAC Zones,Primary Max,Primary Min,Heating Max,Reheat Control,Induced Air Zone,Induction Ratio,Fan Power,Parallel Box Control,Flow Fraction
,,,(#),,(#),,(ft2),(#),(cfm),(cfm),(cfm),,,,( W/cfm)
"CoreZn TU","Uncontrolled","New",1,"CoreZnPSZ AirSys",1,"Core_ZN Thermal Zone",1610.9,1,1124.64,-99996,-99996,"","NONE",-99996,-99996,"UNDEFINED",-99996
"Perim1Zn TU","Uncontrolled","New",1,"Perim1ZnPSZ AirSys",1,"Perimeter_ZN_1 Thermal Zone",1221.17,1,-99996,-99996,-99996,"","NONE",-99996,-99996,"UNDEFINED",-99996
"Perim2Zn TU","Uncontrolled","New",1,"Perim2ZnPSZ AirSys",1,"Perimeter_ZN_2 Thermal Zone",724.411,1,-99996,-99996,-99996,"","NONE",-99996,-99996,"UNDEFINED",-99996
"Perim3Zn TU","Uncontrolled","New",1,"Perim3ZnPSZ AirSys",1,"Perimeter_ZN_3 Thermal Zone",1221.17,1,-99996,-99996,-99996,"","NONE",-99996,-99996,"UNDEFINED",-99996
"Perim4Zn TU","Uncontrolled","New",1,"Perim4ZnPSZ AirSys",1,"Perimeter_ZN_4 Thermal Zone",724.411,1,-99996,-99996,-99996,"","NONE",-99996,-99996,"UNDEFINED",-99996



Cooling Coils
,,,,Relationships,,,Capacity,,,,ChilledWater,,,DirectExpansion
Name,Type,Status,Fuel Src,System,System Qty,Zone,Total-Net,Total-Gross,FluidSegIn,FluidSegOut,Design Flow Rate,Condenser Type,Number Stages,SEER,CodeMin SEER,EER,CodeMin EER,IEER,CodeMin IEER,EIR,Sizing Ratio
,,,,,(#),,(Btu/hr),(Btu/hr),(Btu/hr),(Btu/hr),( gpm)
"CoreZnCoolingCoil","DirectExpansion","New","Electric","CoreZnPSZ AirSys",1,"n/a",31717.6,33091.4,"NONE","NONE",-99996,"Air",1,13,13,10.8446,-99996,-99996,-99996,0.259903,1
