"",002
"Fri 29-Jan-21  11:27:21 am"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Fri 29-Jan-21  11:27:21 am","CA_FULLERTON-MUNI-AP_722976S_STYP20.epw",8,0.395011,16.1,24.2,0.132665
"Fri 29-Jan-21  11:27:37 am","CA_FULLERTON-MUNI-AP_722976S_STYP20.epw",8,0.592517,24.2,36.3,0.193781
