"",002
"Fri 05-Feb-21  12:21:19 pm"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Fri 05-Feb-21  12:21:19 pm","CA_SAN-DIEGO-LINDBERGH-FLD_722900S_STYP20.epw",7,0.402739,16.5,24.7,0.122993
"Fri 05-Feb-21  12:21:21 pm","CA_SAN-DIEGO-LINDBERGH-FLD_722900S_STYP20.epw",7,0.604109,24.7,37.0,0.179649
