"",002
"Sat 21-Mar-20   9:59:03 am"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Sat 21-Mar-20   9:59:03 am","CA_PALMDALE-AP_723820S_STYP20.epw",14,2.97683,121.6,182.4,0.241495
"Sat 21-Mar-20   9:59:08 am","CA_PALMDALE-AP_723820S_STYP20.epw",14,4.46524,182.4,273.7,0.350086
