"",002
"Wed 31-Mar-21   9:51:55 pm"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Wed 31-Mar-21   9:51:55 pm","CA_PALM-SPRINGS-IAP_722868S_STYP20.epw",15,0.489734,20.0,30.0,0.213786
"Wed 31-Mar-21   9:51:57 pm","CA_PALM-SPRINGS-IAP_722868S_STYP20.epw",15,0.734602,30.0,45.0,0.311443
