"",002
"Wed 31-Mar-21  11:59:45 am"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Wed 31-Mar-21  11:59:45 am",15,"t24-Std SolarSys",0.349
