case,prototype,baseline,:proposed_only,:prototype,:software,:autosizing,:hvac_type,:is_central_dhw,:fan_efficacy,:window_u,:heating_eff
mumr-szhp,mixed-use-mid-rise,t24-2019,Yes,mixed-use-mid-rise,cbecc-com,Yes,SZHP,1,0.7,,
