"",002
"Thu 04-Feb-21  10:22:04 am"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Thu 04-Feb-21  10:22:04 am","CA_TORRANCE-MUNI-AP_722955S_STYP20.epw",6,0.418637,17.1,25.7,0.135977
"Thu 04-Feb-21  10:22:07 am","CA_TORRANCE-MUNI-AP_722955S_STYP20.epw",6,0.627955,25.7,38.5,0.198433
