case,prototype,baseline,:prototype,:software,:measure_folder,:folder_name,:autosizing,:hvac_type,:window_u,:heating_eff
mumr-baseline,high-rise,t24-2019,high-rise,cbecc-com,hvac,mumr-baseline,No,SZAC,,
