"",002
"Tue 16-Feb-21   3:30:05 pm"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Tue 16-Feb-21   3:30:05 pm","CA_PALM-SPRINGS-IAP_722868S_STYP20.epw",15,0.489734,20.0,30.0,0.213786
"Tue 16-Feb-21   3:30:07 pm","CA_PALM-SPRINGS-IAP_722868S_STYP20.epw",15,0.734602,30.0,45.0,0.311443
