"",002
"Fri 05-Feb-21  12:29:03 pm"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Fri 05-Feb-21  12:29:03 pm",15,"t24-Std SolarSys",0.349
