"",002
"Thu 04-Feb-21  11:50:22 am"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Thu 04-Feb-21  11:50:22 am",16,"t24-Std SolarSys",0.350
