"",002
"Thu 04-Feb-21  11:08:03 am"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Thu 04-Feb-21  11:08:03 am","CA_FULLERTON-MUNI-AP_722976S_STYP20.epw",8,1.83154,74.8,112.3,0.143639
"Thu 04-Feb-21  11:08:08 am","CA_FULLERTON-MUNI-AP_722976S_STYP20.epw",8,2.7473,112.3,168.4,0.210291
