"",002
"Thu 04-Feb-21   7:12:44 pm"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Thu 04-Feb-21   7:12:44 pm",16,"t24-Std SolarSys",0.350
