"",001
"Sun 08-Nov-20   1:20:18 pm"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Sun 08-Nov-20   1:20:18 pm",11,"DHW Solar System",0.367
