case,prototype,baseline,:prototype,:software,:autosizing,:hvac_type,:is_central_dhw,:fan_efficacy,:doas_fan_type,:supply_temp_control,:window_u,:heating_eff
mumr-baseline,mixed-use-mid-rise,t24-2019,mixed-use-mid-rise,cbecc-com,Yes,SZAC,1,0.7,,FixedDualSetpoint,,
