"",002
"Thu 28-Jan-21   7:07:08 pm"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Thu 28-Jan-21   7:07:08 pm",11,"t24-Std SolarSys",0.348
