Time,CORE_ZN THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP JUL CLG 0.4% CONDNS DB=>MCWB:Des Sens Cool Load [W],CORE_ZN THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP JUL CLG 0.4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP OCT CLG 0.4% CONDNS DB=>MCWB:Des Sens Cool Load [W],PERIMETER_ZN_1 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP OCT CLG 0.4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP JUL CLG 0.4% CONDNS DB=>MCWB:Des Sens Cool Load [W],PERIMETER_ZN_2 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP JUL CLG 0.4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP JUL CLG 0.4% CONDNS DB=>MCWB:Des Sens Cool Load [W],PERIMETER_ZN_3 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP JUL CLG 0.4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP JUL CLG 0.4% CONDNS DB=>MCWB:Des Sens Cool Load [W],PERIMETER_ZN_4 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP JUL CLG 0.4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s]
00:15:00,1.124319E+03,3.545728E+03,7.938616E-02,3.513694E-01,1.759863E+03,2.485076E+03,1.242608E-01,2.191337E-01,1.081685E+03,1.733062E+03,7.637583E-02,1.528212E-01,1.678546E+03,2.779385E+03,1.185191E-01,2.450858E-01,1.078947E+03,1.798601E+03,7.618247E-02,1.586005E-01
00:30:00,7.490220E+02,2.358472E+03,5.288709E-02,2.337164E-01,1.172654E+03,1.650384E+03,8.279900E-02,1.455307E-01,7.207606E+02,1.150543E+03,5.089161E-02,1.014547E-01,1.118459E+03,1.845952E+03,7.897234E-02,1.627758E-01,7.189361E+02,1.193551E+03,5.076278E-02,1.052472E-01
00:45:00,3.742508E+02,1.323930E+03,2.642518E-02,1.259500E-01,5.860356E+02,8.220867E+02,4.137892E-02,7.249150E-02,3.602005E+02,5.904774E+02,2.543311E-02,5.206822E-02,5.589457E+02,9.643037E+02,3.946615E-02,8.503218E-02,3.592889E+02,6.275149E+02,2.536874E-02,5.533418E-02
01:00:00,0.000000E+00,4.403495E+02,0.000000E+00,2.795154E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.564314E+01,0.000000E+00,6.670203E-03,0.000000E+00,1.581721E+02,0.000000E+00,1.394759E-02,0.000000E+00,1.139799E+02,0.000000E+00,1.005074E-02
01:15:00,0.000000E+00,8.411155E+02,0.000000E+00,5.337766E-02,0.000000E+00,4.369356E+01,0.000000E+00,3.852893E-03,0.000000E+00,1.920662E+02,0.000000E+00,1.693638E-02,0.000000E+00,3.654200E+02,0.000000E+00,3.222269E-02,0.000000E+00,2.499626E+02,0.000000E+00,2.204167E-02
01:30:00,0.000000E+00,1.245147E+03,0.000000E+00,7.901149E-02,0.000000E+00,1.777005E+02,0.000000E+00,1.566961E-02,0.000000E+00,3.391768E+02,0.000000E+00,2.990857E-02,0.000000E+00,6.173509E+02,0.000000E+00,5.443792E-02,0.000000E+00,4.077676E+02,0.000000E+00,3.595689E-02
01:45:00,0.000000E+00,1.537243E+03,0.000000E+00,9.753934E-02,0.000000E+00,3.350120E+02,0.000000E+00,2.954132E-02,0.000000E+00,4.750693E+02,0.000000E+00,4.189155E-02,0.000000E+00,8.347653E+02,0.000000E+00,7.360949E-02,0.000000E+00,5.426075E+02,0.000000E+00,4.784706E-02
02:00:00,0.000000E+00,1.699113E+03,0.000000E+00,1.078013E-01,0.000000E+00,4.990915E+02,0.000000E+00,4.400982E-02,0.000000E+00,5.825484E+02,0.000000E+00,5.136904E-02,0.000000E+00,1.001513E+03,0.000000E+00,8.831330E-02,0.000000E+00,6.407696E+02,0.000000E+00,5.650298E-02
02:15:00,0.000000E+00,1.765616E+03,0.000000E+00,1.120226E-01,0.000000E+00,6.364547E+02,0.000000E+00,5.612250E-02,0.000000E+00,6.384279E+02,0.000000E+00,5.629649E-02,0.000000E+00,1.084593E+03,0.000000E+00,9.563925E-02,0.000000E+00,6.899183E+02,0.000000E+00,6.083691E-02
02:30:00,0.000000E+00,1.838807E+03,0.000000E+00,1.166683E-01,0.000000E+00,6.931014E+02,0.000000E+00,6.111759E-02,0.000000E+00,6.687149E+02,0.000000E+00,5.896720E-02,0.000000E+00,1.130756E+03,0.000000E+00,9.970996E-02,0.000000E+00,7.220481E+02,0.000000E+00,6.367011E-02
