"",001
"Tue 16-Feb-21   3:18:13 pm"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Tue 16-Feb-21   3:18:13 pm",3,"DHW Solar System",0.317
