case,prototype,baseline,:prototype,:software,:autosizing,:hvac_type,:is_central_dhw,:fan_efficacy,:window_u,:heating_eff
mumr-baseline2,mixed-use-mid-rise,t24-2019,mixed-use-mid-rise,cbecc-com,No,SZAC,1,0.7,,
