"",002
"Thu 19-Mar-20   6:55:48 pm"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Thu 19-Mar-20   6:55:48 pm",10,"t24-Std SolarSys",0.350
