"",002
"Thu 19-Mar-20   6:43:05 pm"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Thu 19-Mar-20   6:43:05 pm","CA_TORRANCE-MUNI-AP_722955S_STYP20.epw",6,1.94083,79.3,119.0,0.147151
"Thu 19-Mar-20   6:43:09 pm","CA_TORRANCE-MUNI-AP_722955S_STYP20.epw",6,2.91125,119.0,178.4,0.215151
