"",002
"Thu 04-Feb-21  11:26:04 am"
"DHWSolarSys Sizing Export","Year"
"TimeStamp","Wthr","CZ","SCMult","Area","Vol","SSF"
"Thu 04-Feb-21  11:26:04 am","CA_RED-BLUFF-MUNI-AP_725910S_STYP20.epw",11,3.45309,141.1,211.6,0.230212
"Thu 04-Feb-21  11:26:07 am","CA_RED-BLUFF-MUNI-AP_725910S_STYP20.epw",11,5.17964,211.6,317.5,0.332984
