Time,CORE_ZN THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP JUL CLG 0.4% CONDNS DB=>MCWB:Des Sens Cool Load [W],CORE_ZN THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP JUL CLG 0.4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP OCT CLG 0.4% CONDNS DB=>MCWB:Des Sens Cool Load [W],PERIMETER_ZN_1 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP OCT CLG 0.4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP JUL CLG 0.4% CONDNS DB=>MCWB:Des Sens Cool Load [W],PERIMETER_ZN_2 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP JUL CLG 0.4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP JUL CLG 0.4% CONDNS DB=>MCWB:Des Sens Cool Load [W],PERIMETER_ZN_3 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP JUL CLG 0.4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP JUL CLG 0.4% CONDNS DB=>MCWB:Des Sens Cool Load [W],PERIMETER_ZN_4 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 THERMAL ZONE:SACRAMENTO-EXECUTIVE-ARP JUL CLG 0.4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s]
00:15:00,1.124319E+03,3.545502E+03,7.938616E-02,3.126419E-01,1.759863E+03,2.485066E+03,1.242608E-01,2.191328E-01,1.081685E+03,1.733057E+03,7.637583E-02,1.528208E-01,1.678546E+03,2.779375E+03,1.185191E-01,2.450850E-01,1.078947E+03,1.798596E+03,7.618247E-02,1.586000E-01
00:30:00,7.490220E+02,2.358320E+03,5.288709E-02,2.079564E-01,1.172654E+03,1.650378E+03,8.279900E-02,1.455301E-01,7.207606E+02,1.150539E+03,5.089161E-02,1.014544E-01,1.118459E+03,1.845946E+03,7.897234E-02,1.627753E-01,7.189361E+02,1.193548E+03,5.076278E-02,1.052469E-01
00:45:00,3.742508E+02,1.323776E+03,2.642518E-02,1.167304E-01,5.860356E+02,8.220834E+02,4.137892E-02,7.249121E-02,3.602005E+02,5.904734E+02,2.543311E-02,5.206787E-02,5.589457E+02,9.642962E+02,3.946615E-02,8.503151E-02,3.592889E+02,6.275118E+02,2.536874E-02,5.533391E-02
01:00:00,0.000000E+00,4.401686E+02,0.000000E+00,3.881401E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.563827E+01,0.000000E+00,6.669773E-03,0.000000E+00,1.581627E+02,0.000000E+00,1.394677E-02,0.000000E+00,1.139762E+02,0.000000E+00,1.005040E-02
01:15:00,0.000000E+00,8.408920E+02,0.000000E+00,7.414975E-02,0.000000E+00,4.368721E+01,0.000000E+00,3.852333E-03,0.000000E+00,1.920592E+02,0.000000E+00,1.693576E-02,0.000000E+00,3.654067E+02,0.000000E+00,3.222151E-02,0.000000E+00,2.499566E+02,0.000000E+00,2.204114E-02
01:30:00,0.000000E+00,1.244919E+03,0.000000E+00,1.097768E-01,0.000000E+00,1.776916E+02,0.000000E+00,1.566882E-02,0.000000E+00,3.391687E+02,0.000000E+00,2.990785E-02,0.000000E+00,6.173355E+02,0.000000E+00,5.443656E-02,0.000000E+00,4.077604E+02,0.000000E+00,3.595626E-02
01:45:00,0.000000E+00,1.537090E+03,0.000000E+00,1.355404E-01,0.000000E+00,3.350002E+02,0.000000E+00,2.954028E-02,0.000000E+00,4.750618E+02,0.000000E+00,4.189088E-02,0.000000E+00,8.347513E+02,0.000000E+00,7.360826E-02,0.000000E+00,5.426001E+02,0.000000E+00,4.784641E-02
02:00:00,0.000000E+00,1.699102E+03,0.000000E+00,1.498266E-01,0.000000E+00,4.990759E+02,0.000000E+00,4.400845E-02,0.000000E+00,5.825423E+02,0.000000E+00,5.136851E-02,0.000000E+00,1.001502E+03,0.000000E+00,8.831231E-02,0.000000E+00,6.407634E+02,0.000000E+00,5.650244E-02
02:15:00,0.000000E+00,1.765716E+03,0.000000E+00,1.557006E-01,0.000000E+00,6.364425E+02,0.000000E+00,5.612142E-02,0.000000E+00,6.384229E+02,0.000000E+00,5.629605E-02,0.000000E+00,1.084584E+03,0.000000E+00,9.563844E-02,0.000000E+00,6.899134E+02,0.000000E+00,6.083647E-02
02:30:00,0.000000E+00,1.839011E+03,0.000000E+00,1.621638E-01,0.000000E+00,6.930892E+02,0.000000E+00,6.111652E-02,0.000000E+00,6.687102E+02,0.000000E+00,5.896678E-02,0.000000E+00,1.130748E+03,0.000000E+00,9.970919E-02,0.000000E+00,7.220434E+02,0.000000E+00,6.366970E-02
