16,4,Row/Col hourly results data begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Results of CEC Compliance Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ruleset:,,BEMCmpMgr 2022.0.2-Pol-0%RA-NoCH4lk (1715),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,21,1.42271,0,0.221825,0,0.0781706,0,0.773403,0.739245,2.19717,0.122698,0,0,4.2048,0,0,0,0,0.169033,0,0,0.00916923,0,0,0.284876,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21
1,1,22,1.58299,0,0.221825,0,0.105399,0,0.657052,0.562702,2.17669,0.144872,0,0,3.95018,0,0,0,0,0.133676,0,0,0.0810444,0,0,0.3352,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,22
1,1,23,2.13739,0,0.221825,0,0.0379206,0,0.43119,0.406213,1.946,0.125654,0,0,3.28875,0,0,0,0,0.0117859,0,0,0.00257884,0,0,0.19137,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,23
1,1,24,2.62776,0,0.221825,0,0.0331852,0,0.266927,0.419584,1.65954,0.0872189,0,0,2.68828,0,0,0,0,0.00466621,0,0,0.00143269,0,0,0.0060989,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24
1,2,1,1.28822,0,0.221825,0,0.034369,0,0.157419,0.362934,1.35853,0.0680012,0,0,2.20308,0,0,0,0,0.00802236,0,0,0.00143269,0,0,0.00945505,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1,2,2,3.02911,0,0.221825,0,0.0367365,0,0.130041,0.851755,1.23914,0.0680012,0,0,2.54749,0,0,0,0,0.02818,0,0,0.00114615,0,0,0.0293262,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
1,2,3,3.39442,0,0.221825,0,0.0391043,0,0.102664,0.567732,1.19179,0.0680012,0,0,2.19111,0,0,0,0,0.0230155,0,0,0.00114615,0,0,0.0241617,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3
1,2,4,3.39146,0,0.221825,0,0.0331852,0,0.116353,0.33313,1.18471,0.0680012,0,0,1.95721,0,0,0,0,0.00439578,0,0,0.00114615,0,0,0.00554193,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4
1,2,5,3.22402,0,0.221825,0,0.0331852,0,0.14373,0.318294,1.12886,0.0680012,0,0,1.9139,0,0,0,0,0.00437395,0,0,0.00114615,0,0,0.0055201,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5
1,2,6,2.88698,0,0.221825,0,0.0379206,0,0.212173,0.327389,1.22294,0.0546967,0,0,2.07694,0,0,0,0,0.0183132,0,0,0.00401154,0,0,0.0223247,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6
1,2,7,2.56096,0,0.221825,0,0.0462072,0,0.28746,0.381035,1.39409,0.05174,0,0,2.5526,0,0,0,0,0.0290858,0,0,0.00544423,0,0,0.285766,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7
1,2,8,2.62697,0,0.221825,0,0.107766,0,0.280616,0.433826,1.49955,0.0502617,0,0,3.18194,0,0,0,0,0.224341,0,0,0.00716346,0,0,1.09939,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8
1,2,9,2.70972,0,0.221825,0,0.127892,0,0.232706,0.611666,1.3902,0.0487834,-1.25687,0,1.68935,0,0,0,0,0.275037,0,0,0.00745,0,0,0.744603,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9
1,2,10,2.64007,0,0.221825,0,0.0769868,0,0.198484,0.544067,1.30503,0.0413921,-2.44424,0,0.192582,0,0,0,0,0.0879079,0,0,0.0611567,0,0,0.516578,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10
1,2,11,3.07001,0,0.221825,0,0.0556779,0,0.184796,0.412424,1.3205,0.0325223,-0.279159,0,2.19226,0,0,0,0,0.0341158,0,0,0.0281933,0,0,0.421904,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11
1,2,12,2.5903,0,0.221825,0,0.0769868,0,0.171107,0.648189,1.3205,0.0221743,-1.70207,0,0.950723,0,0,0,0,0.0874886,0,0,0.00830961,0,0,0.379159,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12
1,2,13,0.959866,0,0.221825,0,0.0663324,0,0.14373,0.516463,1.32255,0.0177394,-8.6354,0,-6.27618,0,0,0,0,0.0322903,0,0,0.0870443,0,0,0.223494,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13
1,2,14,1.24899,0,0.221825,0,0.0864575,0,0.14373,0.912564,1.35227,0.0162611,-3.66691,0,-0.845124,0,0,0,0,0.110096,0,0,0.00916923,0,0,0.25013,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14
1,2,15,1.54768,0,0.221825,0,0.0675161,0,0.14373,0.624431,1.40126,0.0162611,-2.61521,0,-0.0413086,0,0,0,0,0.0452195,0,0,0.163756,0,0,0.354895,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15
1,2,16,1.35583,0,0.221825,0,0.048575,0,0.177951,0.416493,1.44297,0.0177394,-3.50255,0,-1.09912,0,0,0,0,0.0176835,0,0,0.0149,0,0,0.147518,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16
1,2,17,1.40105,0,0.221825,0,0.0686999,0,0.212173,0.451064,1.6299,0.0280875,-0.946547,0,1.74561,0,0,0,0,0.0742932,0,0,0.0329519,0,0,0.225912,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,17
1,2,18,1.80965,0,0.221825,0,0.0734352,0,0.301149,0.525217,1.87627,0.0546967,0,0,3.15816,0,0,0,0,0.0489142,0,0,0.0553019,0,0,0.260001,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18
1,2,19,1.4958,0,0.221825,0,0.126708,0,0.574921,1.56318,2.04271,0.0724361,0,0,4.68212,0,0,0,0,0.194709,0,0,0.0515769,0,0,0.364842,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,19
1,2,20,1.63696,0,0.221825,0,0.105399,0,0.800783,0.975121,2.14829,0.0960885,0,0,4.43872,0,0,0,0,0.127599,0,0,0.0280808,0,0,0.29029,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20
1,2,21,2.04337,0,0.221825,0,0.0852737,0,0.773403,0.475997,2.23971,0.134524,0,0,4.04333,0,0,0,0,0.118978,0,0,0.0120346,0,0,0.29718,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21
1,2,22,2.39354,0,0.221825,0,0.0698839,0,0.657052,0.441672,2.22292,0.15522,0,0,3.90121,0,0,0,0,0.0369882,0,0,0.00573077,0,0,0.238465,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,22
1,2,23,2.69881,0,0.221825,0,0.0864575,0,0.43119,0.408882,1.97091,0.134524,0,0,3.40497,0,0,0,0,0.122471,0,0,0.00343846,0,0,0.349019,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,23
1,2,24,3.01299,0,0.221825,0,0.0497588,0,0.266927,0.370754,1.68876,0.0931322,0,0,2.69115,0,0,0,0,0.0170643,0,0,0.00286538,0,0,0.0199297,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24
1,3,1,3.25504,0,0.221825,0,0.0426559,0,0.157419,0.378564,1.36223,0.0680012,0,0,2.23069,0,0,0,0,0.0285142,0,0,0.00143269,0,0,0.0299469,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1,3,2,3.36596,0,0.221825,0,0.0331852,0,0.130041,0.359361,1.25338,0.0680012,0,0,2.0658,0,0,0,0,0.0045335,0,0,0.00114615,0,0,0.00567965,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
1,3,3,3.47747,0,0.221825,0,0.0367365,0,0.102664,0.350453,1.18819,0.0665229,0,0,1.9664,0,0,0,0,0.0134954,0,0,0.000859615,0,0,0.014355,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3
1,3,4,3.68201,0,0.221825,0,0.034369,0,0.116353,0.340263,1.18481,0.0665229,0,0,1.96414,0,0,0,0,0.00431405,0,0,0.000859615,0,0,0.00517366,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4
1,3,5,0,0,0.221825,0,0.034369,0,0.14373,0.322742,1.12527,0.0680012,0,0,1.91594,0,0,0,0,0.00485231,0,0,0.000859615,0,0,0.00571192,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5
1,3,6,0.0027071,0,0.221825,0,0.0450234,0,0.212173,0.31884,1.21935,0.0665229,0,0,2.08644,0.00399498,0,0,0,0.0395874,0,0,0.00143269,0,0,0.0450151,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6
1,3,7,3.17536,0,0.221825,0,0.088825,0,0.28746,0.727627,1.36938,0.0650445,0,0,3.04643,0,0,0,0,0.190399,0,0,0.00286538,0,0,0.615722,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7
1,3,8,2.7688,0,0.221825,0,0.118421,0,0.280616,0.967726,1.47115,0.0606096,0,0,3.74637,0,0,0,0,0.254373,0,0,0.128735,0,0,1.30695,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8
1,3,9,2.5105,0,0.221825,0,0.105399,0,0.232706,1.35166,1.38334,0.0532183,-1.07067,0,2.5981,0,0,0,0,0.156261,0,0,0.140736,0,0,0.770156,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9.00E+00,9
1,3,10,1.52475,0,0.221825,0,0.101847,0,0.198484,0.849624,1.33015,0.0443485,-6.99634,0,-4.07077,0,0,0,0,0.124199,0,0,0.227904,0,0,0.616689,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1.00E+01,10
1,3,11,0.838693,0,0.221825,0,0.127892,0,0.184796,0.863847,1.35269,0.0354789,-9.21542,0,-6.3331,0,0,0,0,0.282239,0,0,0.0449991,0,0,0.468595,0,0,0,0,0,0,0,0,0,0,0,11,11,11,1.10E+01,11
1,3,12,0.450952,0,0.221825,0,0.140914,0,0.171107,1.01531,1.33126,0.0236526,-8.21594,0,-5.26473,0,0,0,0,0.179517,0,0,0.131052,0,0,0.380144,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12
1,3,13,0.320012,0,0.221825,0,0.0829059,0,0.14373,0.757596,1.31917,0.0177394,-9.68133,0,-7.12154,0,0,0,0,0.0687564,0,0,0.139916,0,0,0.233506,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13
1,3,14,0.377958,0,0.221825,0,0.0852737,0,0.14373,0.771058,1.35944,0.0162611,-5.68877,0,-3.06097,0,0,0,0,0.0788783,0,0,0.0560741,0,0,0.179546,0,0,0,0,0,0,0,0,0,0,0,14,14,14,1.40E+01,14
1,3,15,0.606263,0,0.221825,0,0.0722515,0,0.14373,0.560095,1.42596,0.0162611,-3.27796,0,-0.795161,0,0,0,0,0.0662674,0,0,0.0947777,0,0,0.224022,0,0,0,0,0,0,0,0,0,0,0,15,15,15,1.50E+01,15
1,3,16,0.564008,0,0.221825,0,0.0923766,0,0.177951,0.84827,1.49965,0.0177394,-2.92744,0,-0.0337245,0,0,0,0,0.111099,0,0,0.0194846,0,0,0.183567,0,0,0,0,0,0,0,0,0,0,0,16,16,16,1.60E+01,16
1,3,17,0.736933,0,0.221825,0,0.114869,0,0.212173,0.761098,1.68289,0.0280875,-0.385091,0,2.68413,0,0,0,0,0.206367,0,0,0.138884,0,0,0.416491,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,17
1,3,18,1.11142,0,0.221825,0,0.088825,0,0.301149,0.571929,1.89749,0.056175,0,0,3.20185,0,0,0,0,0.216157,0,0,0.0810571,0,0,0.392345,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18
1,3,19,1.2309,0,0.221825,0,0.0781706,0,0.574921,0.552799,2.03923,0.0709578,0,0,3.60312,0,0,0,0,0.101918,0,0,0.0369634,0,0,0.235121,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,19
1,3,20,1.39709,0,0.221825,0,0.0544941,0,0.800783,0.621182,2.11989,0.0886972,0,0,3.98064,0,0,0,0,0.0451113,0,0,0.0206308,0,0,0.174601,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20
1,3,21,1.56325,0,0.221825,0,0.0675161,0,0.773403,0.678398,2.19717,0.122698,0,0,4.14399,0,0,0,0,0.0650308,0,0,0.0407668,0,0,0.228248,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21
1,3,22,1.66546,0,0.221825,0,0.0663324,0,0.657052,0.518268,2.17669,0.144872,0,0,3.87391,0,0,0,0,0.0981007,0,0,0.0494201,0,0,0.27867,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,22
1,3,23,1.80694,0,0.221825,0,0.0355528,0,0.43119,0.406706,1.946,0.125654,0,0,3.27466,0,0,0,0,0.00894568,0,0,0.00257884,0,0,0.170507,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,23
1,3,24,2.1168,0,0.221825,0,0.048575,0,0.266927,0.419625,1.65954,0.0872189,0,0,2.70371,0,0,0,0,0.051148,0,0,0.00143269,0,0,0.0525807,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24
1,4,1,2.65242,0,0.221825,0,0.0379206,0,0.157419,0.379183,1.36223,0.0680012,0,0,2.22658,0,0,0,0,0.0104059,0,0,0.00143269,0,0,0.0118386,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1,4,2,2.85522,0,0.221825,0,0.034369,0,0.130041,0.360357,1.25338,0.0680012,0,0,2.06798,0,0,0,0,0.00634037,0,0,0.00114615,0,0,0.00748652,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
1,4,3,2.99629,0,0.221825,0,0.0320012,0,0.102664,0.351614,1.18819,0.0665229,0,0,1.96282,0,0,0,0,0,0,0,0.000859615,0,0,0.000859615,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3
1,4,4,3.09249,0,0.221825,0,0.0320012,0,0.116353,0.341631,1.18481,0.0665229,0,0,1.96315,0,0,0,0,0,0,0,0.000859615,0,0,0.000859615,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4
1,4,5,3.22721,0,0.221825,0,0.0320012,0,0.14373,0.324609,1.12527,0.0680012,0,0,1.91544,0,0,0,0,0,0,0,0.000859615,0,0,0.000859615,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5
1,4,6,3.14462,0,0.221825,0,0.0438397,0,0.212173,0.32141,1.21935,0.0665229,0,0,2.08512,0,0,0,0,0.0327015,0,0,0.00143269,0,0,0.0341342,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6
1,4,7,2.78409,0,0.221825,0,0.0864575,0,0.28746,0.472729,1.36938,0.0650445,0,0,2.6869,0,0,0,0,0.218869,0,0,0.00286538,0,0,0.493275,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7
1,4,8,2.49661,0,0.221825,0,0.113686,0,0.280616,0.997849,1.47115,0.0606096,0,0,3.72356,0,0,0,0,0.326251,0,0,0.051725,0,0,1.23069,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8
1,4,9,2.36102,0,0.221825,0,0.105399,0,0.232706,1.0782,1.38334,0.0532183,-1.20823,0,2.15491,0,0,0,0,0.239331,0,0,0.0808668,0,0,0.745893,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9.00E+00,9
1,4,10,1.61089,0,0.221825,0,0.106583,0,0.198484,0.50011,1.33015,0.0443485,-5.98916,0,-3.40592,0,0,0,0,0.259574,0,0,0.056711,0,0,0.584476,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1.00E+01,10
1,4,11,0.84817,0,0.221825,0,0.0734352,0,0.184796,0.431741,1.35269,0.0354789,-7.37353,0,-4.96547,0,0,0,0,0.126436,0,0,0.0131808,0,0,0.29914,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11
1,4,12,0.634783,0,0.221825,0,0.114869,0,0.171107,0.782529,1.33126,0.0236526,-6.96594,0,-4.25438,0,0,0,0,0.177642,0,0,0.0157596,0,0,0.291271,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12
1,4,13,0.630223,0,0.221825,0,0.0864575,0,0.14373,0.839202,1.31917,0.0177394,-6.12471,0,-3.44392,0,0,0,0,0.204782,0,0,0.0180519,0,0,0.300552,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13
1,4,14,0.694988,0,0.221825,0,0.0781706,0,0.14373,0.456509,1.35944,0.0162611,-5.98441,0,-3.65757,0,0,0,0,0.186584,0,0,0.0169058,0,0,0.27861,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14
1,4,15,0.549893,0,0.221825,0,0.101847,0,0.14373,0.792912,1.42596,0.0162611,-5.37837,0,-2.64088,0,0,0,0,0.175079,0,0,0.0177654,0,0,0.244422,0,0,0,0,0,0,0,0,0,0,0,15,15,15,1.50E+01,15
1,4,16,0.539203,0,0.221825,0,0.0781706,0,0.177951,0.788725,1.49965,0.0177394,-2.83091,0,-0.014993,0,0,0,0,0.0638988,0,0,0.121596,0,0,0.232506,0,0,0,0,0,0,0,0,0,0,0,16,16,16,1.60E+01,16
1,4,17,0.754469,0,0.221825,0,0.0864575,0,0.212173,0.53696,1.68289,0.0280875,-0.435698,0,2.38122,0,0,0,0,0.105647,0,0,0.0779916,0,0,0.255248,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,17
1,4,18,0.928427,0,0.221825,0,0.0959282,0,0.301149,0.513638,1.89749,0.056175,0,0,3.14811,0,0,0,0,0.0651822,0,0,0.0398288,0,0,0.196366,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18
1,4,19,1.16429,0,0.221825,0,0.112502,0,0.574921,0.552761,2.03923,0.0709578,0,0,3.6366,0,0,0,0,0.0886477,0,0,0.0369634,0,0,0.220649,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,19
1,4,20,1.33793,0,0.221825,0,0.0781706,0,0.800783,0.515116,2.11989,0.0886972,0,0,3.89398,0,0,0,0,0.207508,0,0,0.0206308,0,0,0.33069,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20
1,4,21,1.33334,0,0.221825,0,0.0959282,0,0.773403,0.891741,2.19717,0.122698,0,0,4.37139,0,0,0,0,0.111517,0,0,0.00916923,0,0,0.221958,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21
1,4,22,1.37743,0,0.221825,0,0.117237,0,0.657052,1.04335,2.17669,0.144872,0,0,4.43202,0,0,0,0,0.169998,0,0,0.0153378,0,0,0.290103,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,22
1,4,23,1.67092,0,0.221825,0,0.0852737,0,0.43119,0.759225,1.946,0.125654,0,0,3.65779,0,0,0,0,0.148179,0,0,0.0682575,0,0,0.347214,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,23
1,4,24,2.01932,0,0.221825,0,0.0544941,0,0.266927,0.529597,1.65954,0.0872189,0,0,2.8196,0,0,0,0,0.0391019,0,0,0.0784479,0,0,0.11755,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24
1,5,1,2.48334,0,0.221825,0,0.034369,0,0.157419,0.364224,1.35853,0.0680012,0,0,2.20437,0,0,0,0,0.00559242,0,0,0.00143269,0,0,0.00702511,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1,5,2,2.83033,0,0.221825,0,0.0379206,0,0.130041,0.852681,1.23914,0.0680012,0,0,2.5496,0,0,0,0,0.0314814,0,0,0.00114615,0,0,0.0326276,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
1,5,3,3.34142,0,0.221825,0,0.047391,0,0.102664,0.568344,1.19179,0.0680012,0,0,2.20001,0,0,0,0,0.0414685,0,0,0.00114615,0,0,0.0426146,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3
1,5,4,3.53886,0,0.221825,0,0.0320012,0,0.116353,0.333607,1.18471,0.0680012,0,0,1.9565,0,0,0,0,0,0,0,0.00114615,0,0,0.00114615,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4
